gene	is_new
TTLL2	false
TTLL5	false
TTLL9	false
TTN	false
TUBD1	false
TUBGCP2	false
TUSC1	false
TWIST1	false
TWIST2	false
TXK	false
TXLNA	false
TXLNG	false
TXN	false
TXNDC9	false
TXNIP	false
TXNL1	false
TXNL4A	false
TXNL4B	false
TXNRD1	false
TXNRD3	false
TYMP	false
TYSND1	false
TYW1	false
TYW1B	false
TYW2	false
Tbl1x	false
Tex19.1	false
Tex19.2	false
Tex24	false
Tfdp1	false
Tincr	false
Tnni3k	false
Trap1a	false
Trappc2	false
Trim30a	false
Tsga8	false
Txnl4a	false
U2SURP	false
UACA	false
UBTF	false
UBXN1	false
UBXN2A	false
UBXN2B	false
UBXN4	false
UBXN6	false
UBXN7	false
UBXN8	false
UCK1	false
UCK2	false
UCKL1	false
UEVLD	false
UFC1	false
UFD1	false
UFL1	false
UFM1	false
UFSP2	false
UHMK1	false
UIMC1	false
UMAD1	false
UNC45A	false
UNC93B1	false
UNCX	false
UNG	false
UPK3A	false
UPP1	false
UPP2	false
UPRT	false
URB1	false
URB2	false
URGCP	false
URI1	false
URM1	false
UROD	false
UROS	false
USB1	false
USF1	false
USF2	false
USF3	false
USHBP1	false
USO1	false
UTY	false
UVRAG	false
UVSSA	false
UXT	false
Ubtfl1	false
VAX1	false
VAX2	false
VBP1	false
VCF1	false
VCP	false
VCPIP1	false
VDR	false
VENTX	false
VEZT	false
VGLL1	false
VGLL2	false
VGLL3	false
VGLL4	false
VHL	false
VIRMA	false
VOPP1	false
VPS13D	false
VPS25	false
VPS33A	false
VPS36	false
VPS37A	false
VPS51	false
VPS54	false
VPS72	false
VPS9D1	false
VRK1	false
VRK3	false
VRTN	false
VSIG10L	false
VSIG2	false
VSIG4	false
VSX1	false
VSX2	false
VTA1	false
VWA3B	false
VWA5A	false
VWA5B2	false
VXN	false
WAC	false
WAPL	false
WAS	false
WASHC4	false
WASL	false
WBP1L	false
WBP2	false
WBP4	false
WDCP	false
WDFY3	false
WDFY4	false
WDHD1	false
WDR11	false
WDR12	false
WDR13	false
WDR17	false
WDR18	false
WDR19	false
WDR20	false
WDR25	false
WDR26	false
WDR27	false
WDR3	false
WDR31	false
WDR36	false
WDR37	false
WDR4	false
WDR41	false
WDR43	false
WDR45B	false
WDR46	false
WDR48	false
WDR49	false
WDR5	false
WDR55	false
WDR5B	false
WDR62	false
WDR7	false
WDR74	false
WDR75	false
WDR76	false
WDR77	false
WDR82	false
WDR83	false
WDR86	false
WDR88	false
WDSUB1	false
WEE1	false
WEE2	false
WIPI1	false
WIPI2	false
WNK1	false
WRAP53	false
WRN	false
WRNIP1	false
WSCD1	false
WSCD2	false
WT1	false
WWC1	false
WWOX	false
WWP2	false
WWTR1	false
XAF1	false
XAGE1A	false
XAGE1B	false
XAGE5	false
XBP1	false
XIRP1	false
XIRP2	false
XK	false
XNDC1N	false
XPA	false
XPC	false
XPOT	false
XRCC1	false
XRCC2	false
XRCC3	false
XRCC4	false
XRCC5	false
XRCC6	false
XRN2	false
XRRA1	false
XYLB	false
Xiap	false
Xlr5c	false
YAE1	false
YAF2	false
YAP1	false
YARS1	false
YBEY	false
YBX2	false
YBX3	false
YEATS2	false
YEATS4	false
YIPF1	false
YIPF5	false
YLPM1	false
YOD1	false
YPEL1	false
YPEL2	false
YPEL3	false
YPEL4	false
YPEL5	false
YWHAE	false
YWHAH	false
YWHAQ	false
YWHAZ	false
YY1	false
YY1AP1	false
ZAR1L	false
ZBP1	false
ZHX1	false
ZMPSTE24	false
ZNG1A	false
ZNG1B	false
ZNG1C	false
ZNG1E	false
ZNG1F	false
ZNRF2	false
ZRANB1	true
ZW10	false
ZWILCH	false
ZWINT	false
ZYG11A	false
ZYX	false
Zng1	false
merged_symbol	false
