gene	status	category	score	nuclear_score	source_table_status	source_table_category	report_path	docs_report_path	category_page	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	duplicate_count	duplicate_type	is_primary_candidate	known_backlog_flags	parse_quality	parse_notes
GRHL3	rejected	rejected					detail/rejected/GRHL3/GRHL3-evaluation.md	reports/GRHL3.html	category/rejected.html	35	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
GSS	rejected	rejected					detail/rejected/GSS/GSS-evaluation.md	reports/GSS.html	category/rejected.html	35	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
GSX2	rejected	rejected	0.5	3			detail/rejected/GSX2/GSX2-evaluation.md	reports/GSX2.html	category/rejected.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Gm52993	rejected	rejected	0	3			detail/rejected/Gm52993/Gm52993-evaluation.md	reports/Gm52993.html	category/rejected.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
HAND1	rejected	rejected		4			detail/rejected/HAND1/HAND1-evaluation.md	reports/HAND1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HAS1	rejected	rejected		4			detail/rejected/HAS1/HAS1-evaluation.md	reports/HAS1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HBP1	rejected	rejected		4			detail/rejected/HBP1/HBP1-evaluation.md	reports/HBP1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HBS1L	rejected	rejected		4			detail/rejected/HBS1L/HBS1L-evaluation.md	reports/HBS1L.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HBZ	rejected	rejected		4			detail/rejected/HBZ/HBZ-evaluation.md	reports/HBZ.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HCFC1	rejected	rejected		4			detail/rejected/HCFC1/HCFC1-evaluation.md	reports/HCFC1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HDGF	rejected	rejected		4			detail/rejected/HDGF/HDGF-evaluation.md	reports/HDGF.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HELLS	rejected	rejected		4			detail/rejected/HELLS/HELLS-evaluation.md	reports/HELLS.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HES6	rejected	rejected		4			detail/rejected/HES6/HES6-evaluation.md	reports/HES6.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HESX1	rejected	rejected		4			detail/rejected/HESX1/HESX1-evaluation.md	reports/HESX1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HEXIM1	rejected	rejected		4			detail/rejected/HEXIM1/HEXIM1-evaluation.md	reports/HEXIM1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HEY1	rejected	rejected		4			detail/rejected/HEY1/HEY1-evaluation.md	reports/HEY1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HEY2	rejected	rejected		4			detail/rejected/HEY2/HEY2-evaluation.md	reports/HEY2.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HHEX	rejected	rejected		4			detail/rejected/HHEX/HHEX-evaluation.md	reports/HHEX.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HINT1	rejected	rejected		4			detail/rejected/HINT1/HINT1-evaluation.md	reports/HINT1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HIP1	rejected	rejected		4			detail/rejected/HIP1/HIP1-evaluation.md	reports/HIP1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HIPK2	rejected	rejected		4			detail/rejected/HIPK2/HIPK2-evaluation.md	reports/HIPK2.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HIPK3	rejected	rejected		4			detail/rejected/HIPK3/HIPK3-evaluation.md	reports/HIPK3.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HJURP	rejected	rejected		4			detail/rejected/HJURP/HJURP-evaluation.md	reports/HJURP.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HMGB2	rejected	rejected		4			detail/rejected/HMGB2/HMGB2-evaluation.md	reports/HMGB2.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HMGB3	rejected	rejected		4			detail/rejected/HMGB3/HMGB3-evaluation.md	reports/HMGB3.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HMGCS1	rejected	rejected		4			detail/rejected/HMGCS1/HMGCS1-evaluation.md	reports/HMGCS1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HMGN2	rejected	rejected		4			detail/rejected/HMGN2/HMGN2-evaluation.md	reports/HMGN2.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HNF1A	scored	rejected	2.5	1			detail/rejected/HNF1A/HNF1A-evaluation.md	reports/HNF1A.html	category/rejected.html	189	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
HNMT	rejected	rejected		4			detail/rejected/HNMT/HNMT-evaluation.md	reports/HNMT.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HPD	rejected	rejected		4			detail/rejected/HPD/HPD-evaluation.md	reports/HPD.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HPGD	rejected	rejected		4			detail/rejected/HPGD/HPGD-evaluation.md	reports/HPGD.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HPGDS	rejected	rejected		4			detail/rejected/HPGDS/HPGDS-evaluation.md	reports/HPGDS.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HSBP1	rejected	rejected		4			detail/rejected/HSBP1/HSBP1-evaluation.md	reports/HSBP1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
HSF3	rejected	rejected	0	3			detail/rejected/Hsf3/Hsf3-evaluation.md	reports/HSF3.html	category/rejected.html	159	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
HUS1	rejected	rejected		4			detail/rejected/HUS1/HUS1-evaluation.md	reports/HUS1.html	category/rejected.html	44	True	False	False	False	True	True	True	False	1	NONE	True		GOOD	ok
IFI16	rejected	rejected					detail/rejected/IFI16/IFI16-evaluation.md	reports/IFI16.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IFI44	rejected	rejected					detail/rejected/IFI44/IFI44-evaluation.md	reports/IFI44.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IFI44L	rejected	rejected					detail/rejected/IFI44L/IFI44L-evaluation.md	reports/IFI44L.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IGDCC3	rejected	rejected					detail/rejected/IGDCC3/IGDCC3-evaluation.md	reports/IGDCC3.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IGHMBP2	rejected	rejected					detail/rejected/IGHMBP2/IGHMBP2-evaluation.md	reports/IGHMBP2.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IKBKE	rejected	rejected					detail/rejected/IKBKE/IKBKE-evaluation.md	reports/IKBKE.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IKBKG	rejected	rejected					detail/rejected/IKBKG/IKBKG-evaluation.md	reports/IKBKG.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
ILK	rejected	rejected					detail/rejected/ILK/ILK-evaluation.md	reports/ILK.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IMPDH1	rejected	rejected					detail/rejected/IMPDH1/IMPDH1-evaluation.md	reports/IMPDH1.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IMPDH2	rejected	rejected					detail/rejected/IMPDH2/IMPDH2-evaluation.md	reports/IMPDH2.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
INCENP	rejected	rejected					detail/rejected/INCENP/INCENP-evaluation.md	reports/INCENP.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
INVS	rejected	rejected					detail/rejected/INVS/INVS-evaluation.md	reports/INVS.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IRAK1	rejected	rejected					detail/rejected/IRAK1/IRAK1-evaluation.md	reports/IRAK1.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IRS1	rejected	rejected					detail/rejected/IRS1/IRS1-evaluation.md	reports/IRS1.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IRX3	rejected	rejected					detail/rejected/IRX3/IRX3-evaluation.md	reports/IRX3.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
ISG20	rejected	rejected					detail/rejected/ISG20/ISG20-evaluation.md	reports/ISG20.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
ISL2	rejected	rejected					detail/rejected/ISL2/ISL2-evaluation.md	reports/ISL2.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
IST1	rejected	rejected					detail/rejected/IST1/IST1-evaluation.md	reports/IST1.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
ITCH	rejected	rejected		100			detail/rejected/ITCH/ITCH-evaluation.md	reports/ITCH.html	category/rejected.html	40	False	False	False	False	True	True	True	False	1	NONE	True		GOOD	missing_hpa_marker
ITGA7	rejected	rejected		0			detail/rejected/ITGA7/ITGA7-evaluation.md	reports/ITGA7.html	category/rejected.html	23	False	False	False	False	False	False	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	thin_report_lt25_lines;missing_hpa_marker;missing_pubmed_marker
ITGA9	rejected	rejected		0			detail/rejected/ITGA9/ITGA9-evaluation.md	reports/ITGA9.html	category/rejected.html	23	False	False	False	False	False	False	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	thin_report_lt25_lines;missing_hpa_marker;missing_pubmed_marker
ITPA	rejected	rejected					detail/rejected/ITPA/ITPA-evaluation.md	reports/ITPA.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
ITPR2	rejected	rejected					detail/rejected/ITPR2/ITPR2-evaluation.md	reports/ITPR2.html	category/rejected.html	23	False	False	False	False	False	False	False	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	thin_report_lt25_lines;missing_hpa_marker;missing_pubmed_marker
IVL	rejected	rejected					detail/rejected/IVL/IVL-evaluation.md	reports/IVL.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
Ifi204	rejected	rejected	0	3			detail/rejected/Ifi204/Ifi204-evaluation.md	reports/Ifi204.html	category/rejected.html	159	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Ifi211	rejected	rejected	0	3			detail/rejected/Ifi211/Ifi211-evaluation.md	reports/Ifi211.html	category/rejected.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Ifi214	rejected	rejected	0	3			detail/rejected/Ifi214/Ifi214-evaluation.md	reports/Ifi214.html	category/rejected.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Ifi27l2a	rejected	rejected	0	3			detail/rejected/Ifi27l2a/Ifi27l2a-evaluation.md	reports/Ifi27l2a.html	category/rejected.html	159	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Iigp1	rejected	rejected	0	3			detail/rejected/Iigp1/Iigp1-evaluation.md	reports/Iigp1.html	category/rejected.html	159	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Isoc2a	rejected	rejected	0	3			detail/rejected/Isoc2a/Isoc2a-evaluation.md	reports/Isoc2a.html	category/rejected.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Isoc2b	rejected	rejected	0	3			detail/rejected/Isoc2b/Isoc2b-evaluation.md	reports/Isoc2b.html	category/rejected.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
JMJD1C	rejected	rejected					detail/rejected/JMJD1C/JMJD1C-evaluation.md	reports/JMJD1C.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
JMJD6	rejected	rejected					detail/rejected/JMJD6/JMJD6-evaluation.md	reports/JMJD6.html	category/rejected.html	26	False	False	False	False	False	True	False	False	1	NONE	True		GOOD	missing_hpa_marker
KANSL1	rejected	rejected					detail/rejected/KANSL1/KANSL1-evaluation.md	reports/KANSL1.html	category/rejected.html	39	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KATNAL2	rejected	rejected		3			detail/rejected/KATNAL2/KATNAL2-evaluation.md	reports/KATNAL2.html	category/rejected.html	36	True	False	False	False	False	False	False	False	1	NONE	True		GOOD	missing_pubmed_marker
KCTD15	rejected	rejected					detail/rejected/KCTD15/KCTD15-evaluation.md	reports/KCTD15.html	category/rejected.html	39	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KHNYN	rejected	rejected		3			detail/rejected/KHNYN/KHNYN-evaluation.md	reports/KHNYN.html	category/rejected.html	36	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KHSRP	rejected	rejected		100			detail/rejected/KHSRP/KHSRP-evaluation.md	reports/KHSRP.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KIAA1549	rejected	rejected		100			detail/rejected/KIAA1549/KIAA1549-evaluation.md	reports/KIAA1549.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KLF10	rejected	rejected		100			detail/rejected/KLF10/KLF10-evaluation.md	reports/KLF10.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KLF11	rejected	rejected		100			detail/rejected/KLF11/KLF11-evaluation.md	reports/KLF11.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KLF12	rejected	rejected		100			detail/rejected/KLF12/KLF12-evaluation.md	reports/KLF12.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KLF14	rejected	rejected		100			detail/rejected/KLF14/KLF14-evaluation.md	reports/KLF14.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KLF3	rejected	rejected					detail/rejected/KLF3/KLF3-evaluation.md	reports/KLF3.html	category/rejected.html	39	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KLF6	rejected	rejected		100			detail/rejected/KLF6/KLF6-evaluation.md	reports/KLF6.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KLF7	rejected	rejected		100			detail/rejected/KLF7/KLF7-evaluation.md	reports/KLF7.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KLHDC3	rejected	rejected		3			detail/rejected/KLHDC3/KLHDC3-evaluation.md	reports/KLHDC3.html	category/rejected.html	36	True	False	False	False	False	False	False	False	1	NONE	True		GOOD	missing_pubmed_marker
KLHL42	rejected	rejected	1.5	2			detail/rejected/KLHL42/KLHL42-evaluation.md	reports/KLHL42.html	category/rejected.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
KLRB1	rejected	rejected		100			detail/rejected/KLRB1/KLRB1-evaluation.md	reports/KLRB1.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KNL1	rejected	rejected		100			detail/rejected/KNL1/KNL1-evaluation.md	reports/KNL1.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KPNB1	rejected	rejected					detail/rejected/KPNB1/KPNB1-evaluation.md	reports/KPNB1.html	category/rejected.html	39	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KPTN	rejected	rejected		3			detail/rejected/KPTN/KPTN-evaluation.md	reports/KPTN.html	category/rejected.html	36	True	False	False	False	False	False	False	False	1	NONE	True		GOOD	missing_pubmed_marker
KRR1	rejected	rejected		100			detail/rejected/KRR1/KRR1-evaluation.md	reports/KRR1.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
KYNU	rejected	rejected		100			detail/rejected/KYNU/KYNU-evaluation.md	reports/KYNU.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LAMTOR2	rejected	rejected		3			detail/rejected/LAMTOR2/LAMTOR2-evaluation.md	reports/LAMTOR2.html	category/rejected.html	36	True	False	False	False	False	False	False	False	1	NONE	True		GOOD	missing_pubmed_marker
LBH	rejected	rejected		100			detail/rejected/LBH/LBH-evaluation.md	reports/LBH.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LBX1	rejected	rejected					detail/rejected/LBX1/LBX1-evaluation.md	reports/LBX1.html	category/rejected.html	39	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LCORL	rejected	rejected					detail/rejected/LCORL/LCORL-evaluation.md	reports/LCORL.html	category/rejected.html	39	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LHX1	rejected	rejected		100			detail/rejected/LHX1/LHX1-evaluation.md	reports/LHX1.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LHX8	rejected	rejected		100			detail/rejected/LHX8/LHX8-evaluation.md	reports/LHX8.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LHX9	rejected	rejected					detail/rejected/LHX9/LHX9-evaluation.md	reports/LHX9.html	category/rejected.html	39	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LIG3	rejected	rejected					detail/rejected/LIG3/LIG3-evaluation.md	reports/LIG3.html	category/rejected.html	39	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LIMK1	rejected	rejected		100			detail/rejected/LIMK1/LIMK1-evaluation.md	reports/LIMK1.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LIPA	rejected	rejected		100			detail/rejected/LIPA/LIPA-evaluation.md	reports/LIPA.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LITAF	rejected	rejected		100			detail/rejected/LITAF/LITAF-evaluation.md	reports/LITAF.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LMNB2	rejected	rejected		100			detail/rejected/LMNB2/LMNB2-evaluation.md	reports/LMNB2.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LMO4	rejected	rejected		100			detail/rejected/LMO4/LMO4-evaluation.md	reports/LMO4.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LMX1B	rejected	rejected		100			detail/rejected/LMX1B/LMX1B-evaluation.md	reports/LMX1B.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LNPK	rejected	rejected		3			detail/rejected/LNPK/LNPK-evaluation.md	reports/LNPK.html	category/rejected.html	36	True	False	False	False	False	False	False	False	1	NONE	True		GOOD	missing_pubmed_marker
LOXL2	rejected	rejected		100			detail/rejected/LOXL2/LOXL2-evaluation.md	reports/LOXL2.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LPIN1	rejected	rejected		100			detail/rejected/LPIN1/LPIN1-evaluation.md	reports/LPIN1.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LPP	rejected	rejected		100			detail/rejected/LPP/LPP-evaluation.md	reports/LPP.html	category/rejected.html	40	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LRRC7	rejected	rejected		3			detail/rejected/LRRC7/LRRC7-evaluation.md	reports/LRRC7.html	category/rejected.html	36	True	False	False	False	False	False	False	False	1	NONE	True		GOOD	missing_pubmed_marker
LRRC75B	rejected	rejected	0.5	3			detail/rejected/LRRC75B/LRRC75B-evaluation.md	reports/LRRC75B.html	category/rejected.html	164	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
LRRFIP1	rejected	rejected		100			detail/rejected/LRRFIP1/LRRFIP1-evaluation.md	reports/LRRFIP1.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LTV1	rejected	rejected		3			detail/rejected/LTV1/LTV1-evaluation.md	reports/LTV1.html	category/rejected.html	36	True	False	False	False	False	False	False	False	1	NONE	True		GOOD	missing_pubmed_marker
LYL1	rejected	rejected					detail/rejected/LYL1/LYL1-evaluation.md	reports/LYL1.html	category/rejected.html	39	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
LZTR1	rejected	rejected		100			detail/rejected/LZTR1/LZTR1-evaluation.md	reports/LZTR1.html	category/rejected.html	41	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MACC1	rejected	rejected					detail/rejected/MACC1/MACC1-evaluation.md	reports/MACC1.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAD2L1	rejected	rejected					detail/rejected/MAD2L1/MAD2L1-evaluation.md	reports/MAD2L1.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAFF	rejected	rejected					detail/rejected/MAFF/MAFF-evaluation.md	reports/MAFF.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAFK	rejected	rejected					detail/rejected/MAFK/MAFK-evaluation.md	reports/MAFK.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAGEA4	rejected	rejected					detail/rejected/MAGEA4/MAGEA4-evaluation.md	reports/MAGEA4.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAGEL2	rejected	rejected					detail/rejected/MAGEL2/MAGEL2-evaluation.md	reports/MAGEL2.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAGI1	rejected	rejected					detail/rejected/MAGI1/MAGI1-evaluation.md	reports/MAGI1.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAML1	rejected	rejected					detail/rejected/MAML1/MAML1-evaluation.md	reports/MAML1.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAML2	rejected	rejected					detail/rejected/MAML2/MAML2-evaluation.md	reports/MAML2.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAML3	rejected	rejected					detail/rejected/MAML3/MAML3-evaluation.md	reports/MAML3.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAPDA	rejected	rejected	1.5	2			detail/rejected/MAPDA/MAPDA-evaluation.md	reports/MAPDA.html	category/rejected.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
MARCKS	rejected	rejected					detail/rejected/MARCKS/MARCKS-evaluation.md	reports/MARCKS.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAT1A	rejected	rejected					detail/rejected/MAT1A/MAT1A-evaluation.md	reports/MAT1A.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MAT2A	rejected	rejected					detail/rejected/MAT2A/MAT2A-evaluation.md	reports/MAT2A.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MEF2A	rejected	rejected					detail/rejected/MEF2A/MEF2A-evaluation.md	reports/MEF2A.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MEFV	rejected	rejected					detail/rejected/MEFV/MEFV-evaluation.md	reports/MEFV.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MKI67	rejected	rejected					detail/rejected/MKI67/MKI67-evaluation.md	reports/MKI67.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MKLN1	rejected	rejected	1.8	3			detail/rejected/MKLN1/MKLN1-evaluation.md	reports/MKLN1.html	category/rejected.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
MKNK1	rejected	rejected		100			detail/rejected/MKNK1/MKNK1-evaluation.md	reports/MKNK1.html	category/rejected.html	40	False	False	False	False	True	True	True	False	1	NONE	True		GOOD	missing_hpa_marker
MLLT10	rejected	rejected					detail/rejected/MLLT10/MLLT10-evaluation.md	reports/MLLT10.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MLX	rejected	rejected					detail/rejected/MLX/MLX-evaluation.md	reports/MLX.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MMACHC	rejected	rejected					detail/rejected/MMACHC/MMACHC-evaluation.md	reports/MMACHC.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MNDA	rejected	rejected					detail/rejected/MNDA/MNDA-evaluation.md	reports/MNDA.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MNX1	rejected	rejected					detail/rejected/MNX1/MNX1-evaluation.md	reports/MNX1.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MPG	rejected	rejected					detail/rejected/MPG/MPG-evaluation.md	reports/MPG.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MRO	rejected	rejected					detail/rejected/MRO/MRO-evaluation.md	reports/MRO.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MRTFA	rejected	rejected					detail/rejected/MRTFA/MRTFA-evaluation.md	reports/MRTFA.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MSRA	rejected	rejected					detail/rejected/MSRA/MSRA-evaluation.md	reports/MSRA.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MSTO1	rejected	rejected	1.8	2			detail/rejected/MSTO1/MSTO1-evaluation.md	reports/MSTO1.html	category/rejected.html	198	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
MSX2	rejected	rejected					detail/rejected/MSX2/MSX2-evaluation.md	reports/MSX2.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MT1HL1	rejected	rejected	1.8	0			detail/rejected/MT1HL1/MT1HL1-evaluation.md	reports/MT1HL1.html	category/rejected.html	152	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
MT1L	rejected	rejected	0	0			detail/rejected/MT1L/MT1L-evaluation.md	reports/MT1L.html	category/rejected.html	104	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
