gene	status	category	score	nuclear_score	source_table_status	source_table_category	report_path	docs_report_path	category_page	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	duplicate_count	duplicate_type	is_primary_candidate	known_backlog_flags	parse_quality	parse_notes
DPM1	scored	nucleoplasm	1	16			detail/nucleoplasm/DPM1/DPM1-evaluation.md	reports/DPM1.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DPP9	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/DPP9/DPP9-evaluation.md	reports/DPP9.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DPPA2	scored	nucleoplasm	1	36			detail/nucleoplasm/DPPA2/DPPA2-evaluation.md	reports/DPPA2.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DPPA3	scored	nucleoplasm	2.5	28			detail/nucleoplasm/DPPA3/DPPA3-evaluation.md	reports/DPPA3.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DPPA4	scored	nucleoplasm	1	36			detail/nucleoplasm/DPPA4/DPPA4-evaluation.md	reports/DPPA4.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DPY30	scored	nucleoplasm	2.5	28			detail/nucleoplasm/DPY30/DPY30-evaluation.md	reports/DPY30.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DPYSL5	scored	nucleoplasm	3	16			detail/nucleoplasm/DPYSL5/DPYSL5-evaluation.md	reports/DPYSL5.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DR1	rejected	nucleoplasm	0.5	20			detail/nucleoplasm/DR1/DR1-evaluation.md	reports/DR1.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DRAP1	scored	nucleoplasm	0.5	28			detail/nucleoplasm/DRAP1/DRAP1-evaluation.md	reports/DRAP1.html	category/nucleoplasm.html	167	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DRC1	scored	nucleoplasm	1.5	16			detail/nucleoplasm/DRC1/DRC1-evaluation.md	reports/DRC1.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DRG1	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/DRG1/DRG1-evaluation.md	reports/DRG1.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DRG2	scored	nucleoplasm	1	28			detail/nucleoplasm/DRG2/DRG2-evaluation.md	reports/DRG2.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DRGX	scored	nucleoplasm	1	1			detail/nucleoplasm/DRGX/DRGX-evaluation.md	reports/DRGX.html	category/nucleoplasm.html	163	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DRICH1	scored	nucleoplasm	4	8			detail/nucleoplasm/DRICH1/DRICH1-evaluation.md	reports/DRICH1.html	category/nucleoplasm.html	191	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DROSHA	rejected	nucleoplasm	3	28			detail/nucleoplasm/DROSHA/DROSHA-evaluation.md	reports/DROSHA.html	category/nucleoplasm.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DSCC1	scored	nucleoplasm	1	36			detail/nucleoplasm/DSCC1/DSCC1-evaluation.md	reports/DSCC1.html	category/nucleoplasm.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DSEL	scored	nucleoplasm	1	16			detail/nucleoplasm/DSEL/DSEL-evaluation.md	reports/DSEL.html	category/nucleoplasm.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DSP	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/DSP/DSP-evaluation.md	reports/DSP.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DST	rejected	nucleoplasm	1	28			detail/nucleoplasm/DST/DST-evaluation.md	reports/DST.html	category/nucleoplasm.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DTD1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/DTD1/DTD1-evaluation.md	reports/DTD1.html	category/nucleoplasm.html	165	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DTL	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/DTL/DTL-evaluation.md	reports/DTL.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DTNA	scored	nucleoplasm	1	28			detail/nucleoplasm/DTNA/DTNA-evaluation.md	reports/DTNA.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DTNB	rejected	nucleoplasm	1	28			detail/nucleoplasm/DTNB/DTNB-evaluation.md	reports/DTNB.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DTWD1	scored	nucleoplasm	1	36			detail/nucleoplasm/DTWD1/DTWD1-evaluation.md	reports/DTWD1.html	category/nucleoplasm.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DTX1	rejected	nucleoplasm	3	28			detail/nucleoplasm/DTX1/DTX1-evaluation.md	reports/DTX1.html	category/nucleoplasm.html	185	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DTX3	scored	nucleoplasm	1	28			detail/nucleoplasm/DTX3/DTX3-evaluation.md	reports/DTX3.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DTX3L	scored	nucleoplasm	1.83	24			detail/nucleoplasm/DTX3L/DTX3L-evaluation.md	reports/DTX3L.html	category/nucleoplasm.html	104	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUS1L	scored	nucleoplasm	1.5	28			detail/nucleoplasm/DUS1L/DUS1L-evaluation.md	reports/DUS1L.html	category/nucleoplasm.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP1	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/DUSP1/DUSP1-evaluation.md	reports/DUSP1.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP10	rejected	nucleoplasm	2	28			detail/nucleoplasm/DUSP10/DUSP10-evaluation.md	reports/DUSP10.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP12	scored	nucleoplasm	1.5	28			detail/nucleoplasm/DUSP12/DUSP12-evaluation.md	reports/DUSP12.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP18	scored	nucleoplasm	1.5	28			detail/nucleoplasm/DUSP18/DUSP18-evaluation.md	reports/DUSP18.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP19	scored	nucleoplasm	2.5	16			detail/nucleoplasm/DUSP19/DUSP19-evaluation.md	reports/DUSP19.html	category/nucleoplasm.html	167	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP2	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/DUSP2/DUSP2-evaluation.md	reports/DUSP2.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP22	scored	nucleoplasm	2.5	16			detail/nucleoplasm/DUSP22/DUSP22-evaluation.md	reports/DUSP22.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP26	scored	nucleoplasm	2.5	28			detail/nucleoplasm/DUSP26/DUSP26-evaluation.md	reports/DUSP26.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP29	scored	nucleoplasm	1	16			detail/nucleoplasm/DUSP29/DUSP29-evaluation.md	reports/DUSP29.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP3	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/DUSP3/DUSP3-evaluation.md	reports/DUSP3.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP4	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/DUSP4/DUSP4-evaluation.md	reports/DUSP4.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP5	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/DUSP5/DUSP5-evaluation.md	reports/DUSP5.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP6	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/DUSP6/DUSP6-evaluation.md	reports/DUSP6.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP7	scored	nucleoplasm	1.5	16			detail/nucleoplasm/DUSP7/DUSP7-evaluation.md	reports/DUSP7.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP8	scored	nucleoplasm	1	28			detail/nucleoplasm/DUSP8/DUSP8-evaluation.md	reports/DUSP8.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUT	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/DUT/DUT-evaluation.md	reports/DUT.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUX1	scored	nucleoplasm	1	32			detail/nucleoplasm/DUX1/DUX1-evaluation.md	reports/DUX1.html	category/nucleoplasm.html	165	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUX3	scored	nucleoplasm	1	32			detail/nucleoplasm/DUX3/DUX3-evaluation.md	reports/DUX3.html	category/nucleoplasm.html	164	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUX4	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/DUX4/DUX4-evaluation.md	reports/DUX4.html	category/nucleoplasm.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUX5	scored	nucleoplasm	1	32			detail/nucleoplasm/DUX5/DUX5-evaluation.md	reports/DUX5.html	category/nucleoplasm.html	157	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUXA	scored	nucleoplasm	1	32			detail/nucleoplasm/DUXA/DUXA-evaluation.md	reports/DUXA.html	category/nucleoplasm.html	173	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUXB	scored	nucleoplasm	0.5	32			detail/nucleoplasm/DUXB/DUXB-evaluation.md	reports/DUXB.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DVL2	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/DVL2/DVL2-evaluation.md	reports/DVL2.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DXO	scored	nucleoplasm	1	28			detail/nucleoplasm/DXO/DXO-evaluation.md	reports/DXO.html	category/nucleoplasm.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DYNC1LI1	scored	nucleoplasm	2.5	16			detail/nucleoplasm/DYNC1LI1/DYNC1LI1-evaluation.md	reports/DYNC1LI1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DYNLL1	scored	nucleoplasm	3	28			detail/nucleoplasm/DYNLL1/DYNLL1-evaluation.md	reports/DYNLL1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DYNLL2	scored	nucleoplasm	2.5	28			detail/nucleoplasm/DYNLL2/DYNLL2-evaluation.md	reports/DYNLL2.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DYRK1A	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/DYRK1A/DYRK1A-evaluation.md	reports/DYRK1A.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DYRK1B	rejected	nucleoplasm	2	36			detail/nucleoplasm/DYRK1B/DYRK1B-evaluation.md	reports/DYRK1B.html	category/nucleoplasm.html	185	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DYRK2	rejected	nucleoplasm	3	28			detail/nucleoplasm/DYRK2/DYRK2-evaluation.md	reports/DYRK2.html	category/nucleoplasm.html	188	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DYRK4	scored	nucleoplasm	1	28			detail/nucleoplasm/DYRK4/DYRK4-evaluation.md	reports/DYRK4.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Derpc	scored	nucleoplasm	1	28			detail/nucleoplasm/Derpc/Derpc-evaluation.md	reports/Derpc.html	category/nucleoplasm.html	165	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Dpy19l2	scored	nucleoplasm	1.5	28			detail/nucleoplasm/Dpy19l2/Dpy19l2-evaluation.md	reports/Dpy19l2.html	category/nucleoplasm.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
E2F1	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/E2F1/E2F1-evaluation.md	reports/E2F1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
E2F3	rejected	nucleoplasm	1	28			detail/nucleoplasm/E2F3/E2F3-evaluation.md	reports/E2F3.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
E2F4	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/E2F4/E2F4-evaluation.md	reports/E2F4.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
E4F1	scored	nucleoplasm	95	3			detail/nucleoplasm/E4F1/E4F1-evaluation.md	reports/E4F1.html	category/nucleoplasm.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EBF1	rejected	nucleoplasm	2	36			detail/nucleoplasm/EBF1/EBF1-evaluation.md	reports/EBF1.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EBF2	rejected	nucleoplasm	1	36			detail/nucleoplasm/EBF2/EBF2-evaluation.md	reports/EBF2.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EBF3	scored	nucleoplasm	2	36			detail/nucleoplasm/EBF3/EBF3-evaluation.md	reports/EBF3.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EBF4	scored	nucleoplasm	1	32			detail/nucleoplasm/EBF4/EBF4-evaluation.md	reports/EBF4.html	category/nucleoplasm.html	187	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EBP	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/EBP/EBP-evaluation.md	reports/EBP.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ECD	rejected	nucleoplasm	1	28			detail/nucleoplasm/ECD/ECD-evaluation.md	reports/ECD.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ECEL1	scored	nucleoplasm	0.5	28			detail/nucleoplasm/ECEL1/ECEL1-evaluation.md	reports/ECEL1.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ECPAS	scored	nucleoplasm	1.5	28			detail/nucleoplasm/ECPAS/ECPAS-evaluation.md	reports/ECPAS.html	category/nucleoplasm.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ECSIT	scored	nucleoplasm	4	6			detail/nucleoplasm/ECSIT/ECSIT-evaluation.md	reports/ECSIT.html	category/nucleoplasm.html	200	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ECT2L	scored	nucleoplasm	0.5	28			detail/nucleoplasm/ECT2L/ECT2L-evaluation.md	reports/ECT2L.html	category/nucleoplasm.html	164	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EDF1	scored	nucleoplasm	2	0.5			detail/nucleoplasm/EDF1/EDF1-evaluation.md	reports/EDF1.html	category/nucleoplasm.html	190	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EDRF1	scored	nucleoplasm	1.5	36			detail/nucleoplasm/EDRF1/EDRF1-evaluation.md	reports/EDRF1.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EEF1AKMT2	scored	nucleoplasm	1.5	28			detail/nucleoplasm/EEF1AKMT2/EEF1AKMT2-evaluation.md	reports/EEF1AKMT2.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EEF1AKMT3	scored	nucleoplasm	2	28			detail/nucleoplasm/EEF1AKMT3/EEF1AKMT3-evaluation.md	reports/EEF1AKMT3.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EEF1AKMT4	scored	nucleoplasm	1.5	6			detail/nucleoplasm/EEF1AKMT4/EEF1AKMT4-evaluation.md	reports/EEF1AKMT4.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EEF2K	rejected	nucleoplasm	3	16			detail/nucleoplasm/EEF2K/EEF2K-evaluation.md	reports/EEF2K.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EEIG1	scored	nucleoplasm	1	28			detail/nucleoplasm/EEIG1/EEIG1-evaluation.md	reports/EEIG1.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EFCAB14	scored	nucleoplasm	0.5	16			detail/nucleoplasm/EFCAB14/EFCAB14-evaluation.md	reports/EFCAB14.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EFCAB6	scored	nucleoplasm	1.5	28			detail/nucleoplasm/EFCAB6/EFCAB6-evaluation.md	reports/EFCAB6.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EFCC1	scored	nucleoplasm	0.5	28			detail/nucleoplasm/EFCC1/EFCC1-evaluation.md	reports/EFCC1.html	category/nucleoplasm.html	166	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EFS	rejected	nucleoplasm	0.5	16			detail/nucleoplasm/EFS/EFS-evaluation.md	reports/EFS.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EGLN2	scored	nucleoplasm	84	3			detail/nucleoplasm/EGLN2/EGLN2-evaluation.md	reports/EGLN2.html	category/nucleoplasm.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EHF	rejected	nucleoplasm	0.5	28			detail/nucleoplasm/EHF/EHF-evaluation.md	reports/EHF.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EHMT1	rejected	nucleoplasm	2	50			detail/nucleoplasm/EHMT1/EHMT1-evaluation.md	reports/EHMT1.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EHMT2	rejected	nucleoplasm	1	32			detail/nucleoplasm/EHMT2/EHMT2-evaluation.md	reports/EHMT2.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EID1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/EID1/EID1-evaluation.md	reports/EID1.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EID2	scored	nucleoplasm	1	36			detail/nucleoplasm/EID2/EID2-evaluation.md	reports/EID2.html	category/nucleoplasm.html	173	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EID2B	scored	nucleoplasm	1	32			detail/nucleoplasm/EID2B/EID2B-evaluation.md	reports/EID2B.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF1AD	scored	nucleoplasm	1.5	28			detail/nucleoplasm/EIF1AD/EIF1AD-evaluation.md	reports/EIF1AD.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF3B	rejected	nucleoplasm	1.5	16			detail/nucleoplasm/EIF3B/EIF3B-evaluation.md	reports/EIF3B.html	category/nucleoplasm.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF3K	scored	nucleoplasm	3	28			detail/nucleoplasm/EIF3K/EIF3K-evaluation.md	reports/EIF3K.html	category/nucleoplasm.html	195	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF4A1	rejected	nucleoplasm	3	28			detail/nucleoplasm/EIF4A1/EIF4A1-evaluation.md	reports/EIF4A1.html	category/nucleoplasm.html	185	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF4A2	scored	nucleoplasm	2	16			detail/nucleoplasm/EIF4A2/EIF4A2-evaluation.md	reports/EIF4A2.html	category/nucleoplasm.html	192	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF4E	rejected	nucleoplasm	3	28			detail/nucleoplasm/EIF4E/EIF4E-evaluation.md	reports/EIF4E.html	category/nucleoplasm.html	185	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF4G1	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/EIF4G1/EIF4G1-evaluation.md	reports/EIF4G1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF5A	rejected	nucleoplasm	3	28			detail/nucleoplasm/EIF5A/EIF5A-evaluation.md	reports/EIF5A.html	category/nucleoplasm.html	185	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF5AL1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/EIF5AL1/EIF5AL1-evaluation.md	reports/EIF5AL1.html	category/nucleoplasm.html	187	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF6	rejected	nucleoplasm	3	28			detail/nucleoplasm/EIF6/EIF6-evaluation.md	reports/EIF6.html	category/nucleoplasm.html	185	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIPR1	scored	nucleoplasm	1.5	16			detail/nucleoplasm/EIPR1/EIPR1-evaluation.md	reports/EIPR1.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ELAC1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/ELAC1/ELAC1-evaluation.md	reports/ELAC1.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ELAC2	scored	nucleoplasm	3	3			detail/nucleoplasm/ELAC2/ELAC2-evaluation.md	reports/ELAC2.html	category/nucleoplasm.html	195	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ELF1	rejected	nucleoplasm	1	36			detail/nucleoplasm/ELF1/ELF1-evaluation.md	reports/ELF1.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ELF3	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/ELF3/ELF3-evaluation.md	reports/ELF3.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ELF4	rejected	nucleoplasm	1	36			detail/nucleoplasm/ELF4/ELF4-evaluation.md	reports/ELF4.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ELF5	rejected	nucleoplasm	2	28			detail/nucleoplasm/ELF5/ELF5-evaluation.md	reports/ELF5.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
