gene	category	status	lines	risk	modified_today	issues	issue_count
EYA2	rejected	rejected	40	MED	True	NO_PLDDT	1
LPP	rejected	rejected	40	MED	True	NO_PLDDT	1
EMG1	rejected	rejected	41	MED	True	NO_PLDDT	1
KHSRP	rejected	rejected	41	MED	True	NO_PLDDT	1
KIAA1549	rejected	rejected	41	MED	True	NO_PLDDT	1
KLF10	rejected	rejected	41	MED	True	NO_PLDDT	1
KLF11	rejected	rejected	41	MED	True	NO_PLDDT	1
KLF12	rejected	rejected	41	MED	True	NO_PLDDT	1
KLF14	rejected	rejected	41	MED	True	NO_PLDDT	1
KLF6	rejected	rejected	41	MED	True	NO_PLDDT	1
KLF7	rejected	rejected	41	MED	True	NO_PLDDT	1
KLRB1	rejected	rejected	41	MED	True	NO_PLDDT	1
KNL1	rejected	rejected	41	MED	True	NO_PLDDT	1
KPNA2	rejected	rejected	41	MED	True	NO_PLDDT	1
KRR1	rejected	rejected	41	MED	True	NO_PLDDT	1
KYNU	rejected	rejected	41	MED	True	NO_PLDDT	1
LBH	rejected	rejected	41	MED	True	NO_PLDDT	1
LGMN	rejected	rejected	41	MED	True	NO_PLDDT	1
LHX1	rejected	rejected	41	MED	True	NO_PLDDT	1
LHX4	rejected	rejected	41	MED	True	NO_PLDDT	1
LHX8	rejected	rejected	41	MED	True	NO_PLDDT	1
LIMK1	rejected	rejected	41	MED	True	NO_PLDDT	1
LIPA	rejected	rejected	41	MED	True	NO_PLDDT	1
LITAF	rejected	rejected	41	MED	True	NO_PLDDT	1
LMNB2	rejected	rejected	41	MED	True	NO_PLDDT	1
LMO4	rejected	rejected	41	MED	True	NO_PLDDT	1
LMX1B	rejected	rejected	41	MED	True	NO_PLDDT	1
LOXL2	rejected	rejected	41	MED	True	NO_PLDDT	1
LPIN1	rejected	rejected	41	MED	True	NO_PLDDT	1
LRRFIP1	rejected	rejected	41	MED	True	NO_PLDDT	1
LYST	rejected	rejected	41	MED	True	NO_PLDDT	1
LZTR1	rejected	rejected	41	MED	True	NO_PLDDT	1
AK6	rejected	rejected	42	MED	True	NO_PUBMED	1
CLASP1	rejected	rejected	42	MED	True	NO_PLDDT	1
HACE1	rejected	rejected	44	MED	True	NO_PLDDT	1
HAND1	rejected	rejected	44	MED	True	NO_PLDDT	1
HAS1	rejected	rejected	44	MED	True	NO_PLDDT	1
HBP1	rejected	rejected	44	MED	True	NO_PLDDT	1
HBS1L	rejected	rejected	44	MED	True	NO_PLDDT	1
HBZ	rejected	rejected	44	MED	True	NO_PLDDT	1
HCFC1	rejected	rejected	44	MED	True	NO_PLDDT	1
HDGF	rejected	rejected	44	MED	True	NO_PLDDT	1
HELLS	rejected	rejected	44	MED	True	NO_PLDDT	1
HES6	rejected	rejected	44	MED	True	NO_PLDDT	1
HESX1	rejected	rejected	44	MED	True	NO_PLDDT	1
HEXIM1	rejected	rejected	44	MED	True	NO_PLDDT	1
HEY1	rejected	rejected	44	MED	True	NO_PLDDT	1
HEY2	rejected	rejected	44	MED	True	NO_PLDDT	1
HHEX	rejected	rejected	44	MED	True	NO_PLDDT	1
HINT1	rejected	rejected	44	MED	True	NO_PLDDT	1
HIP1	rejected	rejected	44	MED	True	NO_PLDDT	1
HIPK2	rejected	rejected	44	MED	True	NO_PLDDT	1
HIPK3	rejected	rejected	44	MED	True	NO_PLDDT	1
HJURP	rejected	rejected	44	MED	True	NO_PLDDT	1
HLTF	rejected	rejected	44	MED	True	NO_PLDDT	1
HMGA1	rejected	rejected	44	MED	True	NO_PLDDT	1
HMGB2	rejected	rejected	44	MED	True	NO_PLDDT	1
HMGB3	rejected	rejected	44	MED	True	NO_PLDDT	1
HMGCS1	rejected	rejected	44	MED	True	NO_PLDDT	1
HMGN2	rejected	rejected	44	MED	True	NO_PLDDT	1
HNMT	rejected	rejected	44	MED	True	NO_PLDDT	1
HPD	rejected	rejected	44	MED	True	NO_PLDDT	1
HPGD	rejected	rejected	44	MED	True	NO_PLDDT	1
HPGDS	rejected	rejected	44	MED	True	NO_PLDDT	1
HSBP1	rejected	rejected	44	MED	True	NO_PLDDT	1
HUS1	rejected	rejected	44	MED	True	NO_PLDDT	1
DENND4A	rejected	rejected	46	MED	True	NO_PLDDT	1
DEPDC7	rejected	rejected	46	MED	True	NO_PLDDT	1
DYNC1LI1	rejected	rejected	46	MED	True	NO_PLDDT	1
NAA10	rejected	rejected	46	MED	True	NO_PLDDT	1
NAB2	rejected	rejected	46	MED	True	NO_PLDDT	1
NACA	rejected	rejected	46	MED	True	NO_PLDDT	1
NANOGNB	rejected	rejected	46	MED	True	NO_PLDDT	1
NANS	rejected	rejected	46	MED	True	NO_PLDDT	1
NASP	rejected	rejected	46	MED	True	NO_PLDDT	1
NBAS	rejected	rejected	46	MED	True	NO_PLDDT	1
NBR1	rejected	rejected	46	MED	True	NO_PLDDT	1
NCBP1	rejected	rejected	46	MED	True	NO_PLDDT	1
NCOA1	rejected	rejected	46	MED	True	NO_PLDDT	1
NCOA3	rejected	rejected	46	MED	True	NO_PLDDT	1
NCOA4	rejected	rejected	46	MED	True	NO_PLDDT	1
NDC80	rejected	rejected	46	MED	True	NO_PLDDT	1
NDE1	rejected	rejected	46	MED	True	NO_PLDDT	1
NDN	rejected	rejected	46	MED	True	NO_PLDDT	1
NDRG2	rejected	rejected	46	MED	True	NO_PLDDT	1
NEDD9	rejected	rejected	46	MED	True	NO_PLDDT	1
NEFH	rejected	rejected	46	MED	True	NO_PLDDT	1
NEFL	rejected	rejected	46	MED	True	NO_PLDDT	1
NEIL1	rejected	rejected	46	MED	True	NO_PLDDT	1
NEIL2	rejected	rejected	46	MED	True	NO_PLDDT	1
NEIL3	rejected	rejected	46	MED	True	NO_PLDDT	1
NET1	rejected	rejected	46	MED	True	NO_PLDDT	1
NEUROD2	rejected	rejected	46	MED	True	NO_PLDDT	1
NFATC2	rejected	rejected	46	MED	True	NO_PLDDT	1
NFATC3	rejected	rejected	46	MED	True	NO_PLDDT	1
NFATC4	rejected	rejected	46	MED	True	NO_PLDDT	1
NFE2	rejected	rejected	46	MED	True	NO_PLDDT	1
NFE2L1	rejected	rejected	46	MED	True	NO_PLDDT	1
NFIC	rejected	rejected	46	MED	True	NO_PLDDT	1
NFIL3	rejected	rejected	46	MED	True	NO_PLDDT	1
NFIX	rejected	rejected	46	MED	True	NO_PLDDT	1
NFKBIA	rejected	rejected	46	MED	True	NO_PLDDT	1
NFS1	rejected	rejected	46	MED	True	NO_PLDDT	1
NFYA	rejected	rejected	46	MED	True	NO_PLDDT	1
NFYB	rejected	rejected	46	MED	True	NO_PLDDT	1
NFYC	rejected	rejected	46	MED	True	NO_PLDDT	1
NHLH1	rejected	rejected	46	MED	True	NO_PLDDT	1
NIN	rejected	rejected	46	MED	True	NO_PLDDT	1
NME2	rejected	rejected	46	MED	True	NO_PLDDT	1
NMI	rejected	rejected	46	MED	True	NO_PLDDT	1
NMNAT1	rejected	rejected	46	MED	True	NO_PLDDT	1
NOBOX	rejected	rejected	46	MED	True	NO_PLDDT	1
NOCT	rejected	rejected	46	MED	True	NO_PLDDT	1
NOTO	rejected	rejected	46	MED	True	NO_PLDDT	1
NPAS2	rejected	rejected	46	MED	True	NO_PLDDT	1
NPAS4	rejected	rejected	46	MED	True	NO_PLDDT	1
NPAT	rejected	rejected	46	MED	True	NO_PLDDT	1
NRIP1	rejected	rejected	46	MED	True	NO_PLDDT	1
NRK	rejected	rejected	46	MED	True	NO_PLDDT	1
NRM	rejected	rejected	46	MED	True	NO_PLDDT	1
NSMF	rejected	rejected	46	MED	True	NO_PLDDT	1
NTRK3	rejected	rejected	46	MED	True	NO_PLDDT	1
NUAK1	rejected	rejected	46	MED	True	NO_PLDDT	1
NUCKS1	rejected	rejected	46	MED	True	NO_PLDDT	1
NUDCD2	rejected	rejected	46	MED	True	NO_PLDDT	1
NUF2	rejected	rejected	46	MED	True	NO_PLDDT	1
NUMA1	rejected	rejected	46	MED	True	NO_PLDDT	1
NUPR1	rejected	rejected	46	MED	True	NO_PLDDT	1
NUSAP1	rejected	rejected	46	MED	True	NO_PLDDT	1
NUTM1	rejected	rejected	46	MED	True	NO_PLDDT	1
OFD1	rejected	rejected	46	MED	True	NO_PLDDT	1
OGA	rejected	rejected	46	MED	True	NO_PLDDT	1
OGG1	rejected	rejected	46	MED	True	NO_PLDDT	1
OIP5	rejected	rejected	46	MED	True	NO_PLDDT	1
OLIG1	rejected	rejected	46	MED	True	NO_PLDDT	1
ONECUT1	rejected	rejected	46	MED	True	NO_PLDDT	1
ONECUT2	rejected	rejected	46	MED	True	NO_PLDDT	1
OSBP	rejected	rejected	46	MED	True	NO_PLDDT	1
OSMR	rejected	rejected	46	MED	True	NO_PLDDT	1
OSR1	rejected	rejected	46	MED	True	NO_PLDDT	1
OSR2	rejected	rejected	46	MED	True	NO_PLDDT	1
OTP	rejected	rejected	46	MED	True	NO_PLDDT	1
OTX1	rejected	rejected	46	MED	True	NO_PLDDT	1
PA2G4	rejected	rejected	46	MED	True	NO_PLDDT	1
PADI4	rejected	rejected	46	MED	True	NO_PLDDT	1
PAFAH1B1	rejected	rejected	46	MED	True	NO_PLDDT	1
PALB2	rejected	rejected	46	MED	True	NO_PLDDT	1
PAPOLA	rejected	rejected	46	MED	True	NO_PLDDT	1
PARK7	rejected	rejected	46	MED	True	NO_PLDDT	1
PARN	rejected	rejected	46	MED	True	NO_PLDDT	1
PASK	rejected	rejected	46	MED	True	NO_PLDDT	1
PAWR	rejected	rejected	46	MED	True	NO_PLDDT	1
PAX1	rejected	rejected	46	MED	True	NO_PLDDT	1
PAX4	rejected	rejected	46	MED	True	NO_PLDDT	1
PAX9	rejected	rejected	46	MED	True	NO_PLDDT	1
PBX2	rejected	rejected	46	MED	True	NO_PLDDT	1
PBX3	rejected	rejected	46	MED	True	NO_PLDDT	1
PDLIM2	rejected	rejected	46	MED	True	NO_PLDDT	1
PDXK	rejected	rejected	46	MED	True	NO_PLDDT	1
PEA15	rejected	rejected	46	MED	True	NO_PLDDT	1
PEG10	rejected	rejected	46	MED	True	NO_PLDDT	1
PELP1	rejected	rejected	46	MED	True	NO_PLDDT	1
PEPD	rejected	rejected	46	MED	True	NO_PLDDT	1
PES1	rejected	rejected	46	MED	True	NO_PLDDT	1
PFKL	rejected	rejected	46	MED	True	NO_PLDDT	1
PHF21A	rejected	rejected	46	MED	True	NO_PLDDT	1
PHGDH	rejected	rejected	46	MED	True	NO_PLDDT	1
PHLDA1	rejected	rejected	46	MED	True	NO_PLDDT	1
PHLDA2	rejected	rejected	46	MED	True	NO_PLDDT	1
PHLPP2	rejected	rejected	46	MED	True	NO_PLDDT	1
PHOX2A	rejected	rejected	46	MED	True	NO_PLDDT	1
PIK3R3	rejected	rejected	46	MED	True	NO_PLDDT	1
PIN1	rejected	rejected	46	MED	True	NO_PLDDT	1
PINX1	rejected	rejected	46	MED	True	NO_PLDDT	1
PITX3	rejected	rejected	46	MED	True	NO_PLDDT	1
PKMYT1	rejected	rejected	46	MED	True	NO_PLDDT	1
PKNOX1	rejected	rejected	46	MED	True	NO_PLDDT	1
PKP2	rejected	rejected	46	MED	True	NO_PLDDT	1
PLA2G4A	rejected	rejected	46	MED	True	NO_PLDDT	1
PLA2G4D	rejected	rejected	46	MED	True	NO_PLDDT	1
PLCB1	rejected	rejected	46	MED	True	NO_PLDDT	1
PLCG2	rejected	rejected	46	MED	True	NO_PLDDT	1
PLK2	rejected	rejected	46	MED	True	NO_PLDDT	1
PLOD2	rejected	rejected	46	MED	True	NO_PLDDT	1
PLSCR1	rejected	rejected	46	MED	True	NO_PLDDT	1
PMM2	rejected	rejected	46	MED	True	NO_PLDDT	1
PNKP	rejected	rejected	46	MED	True	NO_PLDDT	1
PNN	rejected	rejected	46	MED	True	NO_PLDDT	1
POU1F1	rejected	rejected	46	MED	True	NO_PLDDT	1
POU2AF1	rejected	rejected	46	MED	True	NO_PLDDT	1
POU2F1	rejected	rejected	46	MED	True	NO_PLDDT	1
POU2F2	rejected	rejected	46	MED	True	NO_PLDDT	1
POU2F3	rejected	rejected	46	MED	True	NO_PLDDT	1
POU3F1	rejected	rejected	46	MED	True	NO_PLDDT	1
POU3F2	rejected	rejected	46	MED	True	NO_PLDDT	1
POU3F3	rejected	rejected	46	MED	True	NO_PLDDT	1
POU3F4	rejected	rejected	46	MED	True	NO_PLDDT	1
POU4F1	rejected	rejected	46	MED	True	NO_PLDDT	1
POU4F2	rejected	rejected	46	MED	True	NO_PLDDT	1
PPAN	rejected	rejected	46	MED	True	NO_PLDDT	1
PPARGC1A	rejected	rejected	46	MED	True	NO_PLDDT	1
PPARGC1B	rejected	rejected	46	MED	True	NO_PLDDT	1
PPIB	rejected	rejected	46	MED	True	NO_PLDDT	1
PPIE	rejected	rejected	46	MED	True	NO_PLDDT	1
PQBP1	rejected	rejected	46	MED	True	NO_PLDDT	1
PRAME	rejected	rejected	46	MED	True	NO_PLDDT	1
PRAMEF12	rejected	rejected	46	MED	True	NO_PLDDT	1
PRICKLE1	rejected	rejected	46	MED	True	NO_PLDDT	1
PRIMPOL	rejected	rejected	46	MED	True	NO_PLDDT	1
PRKRA	rejected	rejected	46	MED	True	NO_PLDDT	1
PRM2	rejected	rejected	46	MED	True	NO_PLDDT	1
PROP1	rejected	rejected	46	MED	True	NO_PLDDT	1
PRRX2	rejected	rejected	46	MED	True	NO_PLDDT	1
PTCH2	rejected	rejected	46	MED	True	NO_PLDDT	1
PTER	rejected	rejected	46	MED	True	NO_PLDDT	1
PTGES3	rejected	rejected	46	MED	True	NO_PLDDT	1
PTGS2	rejected	rejected	46	MED	True	NO_PLDDT	1
PTH1R	rejected	rejected	46	MED	True	NO_PLDDT	1
PTMA	rejected	rejected	46	MED	True	NO_PLDDT	1
PTMS	rejected	rejected	46	MED	True	NO_PLDDT	1
PTTG1	rejected	rejected	46	MED	True	NO_PLDDT	1
PURA	rejected	rejected	46	MED	True	NO_PLDDT	1
PYCARD	rejected	rejected	46	MED	True	NO_PLDDT	1
RACGAP1	rejected	rejected	46	MED	True	NO_PLDDT	1
RAI1	rejected	rejected	46	MED	True	NO_PLDDT	1
RARB	rejected	rejected	46	MED	True	NO_PLDDT	1
RAX	rejected	rejected	46	MED	True	NO_PLDDT	1
RB1CC1	rejected	rejected	46	MED	True	NO_PLDDT	1
RBL1	rejected	rejected	46	MED	True	NO_PLDDT	1
RBL2	rejected	rejected	46	MED	True	NO_PLDDT	1
RCC1	rejected	rejected	46	MED	True	NO_PLDDT	1
RD3	rejected	rejected	46	MED	True	NO_PLDDT	1
RERE	rejected	rejected	46	MED	True	NO_PLDDT	1
RGCC	rejected	rejected	46	MED	True	NO_PLDDT	1
RIOK2	rejected	rejected	46	MED	True	NO_PLDDT	1
RLBP1	rejected	rejected	46	MED	True	NO_PLDDT	1
RMI1	rejected	rejected	46	MED	True	NO_PLDDT	1
RORB	rejected	rejected	46	MED	True	NO_PLDDT	1
RTCA	rejected	rejected	46	MED	True	NO_PLDDT	1
RTEL1	rejected	rejected	46	MED	True	NO_PLDDT	1
RUBCN	rejected	rejected	46	MED	True	NO_PLDDT	1
RUVBL1	rejected	rejected	46	MED	True	NO_PLDDT	1
RUVBL2	rejected	rejected	46	MED	True	NO_PLDDT	1
RXRB	rejected	rejected	46	MED	True	NO_PLDDT	1
RXRG	rejected	rejected	46	MED	True	NO_PLDDT	1
RYR2	rejected	rejected	46	MED	True	NO_PLDDT	1
SAFB	rejected	rejected	46	MED	True	NO_PLDDT	1
SAMD4A	rejected	rejected	46	MED	True	NO_PLDDT	1
SARS1	rejected	rejected	46	MED	True	NO_PLDDT	1
SASH1	rejected	rejected	46	MED	True	NO_PLDDT	1
SAV1	rejected	rejected	46	MED	True	NO_PLDDT	1
SCAI	rejected	rejected	46	MED	True	NO_PLDDT	1
SCYL1	rejected	rejected	46	MED	True	NO_PLDDT	1
SELENBP1	rejected	rejected	46	MED	True	NO_PLDDT	1
SEMA4B	rejected	rejected	46	MED	True	NO_PLDDT	1
SESN1	rejected	rejected	46	MED	True	NO_PLDDT	1
SGK1	rejected	rejected	46	MED	True	NO_PLDDT	1
SGK3	rejected	rejected	46	MED	True	NO_PLDDT	1
SGMS1	rejected	rejected	46	MED	True	NO_PLDDT	1
SGO1	rejected	rejected	46	MED	True	NO_PLDDT	1
SHF	rejected	rejected	46	MED	True	NO_PLDDT	1
SHMT1	rejected	rejected	46	MED	True	NO_PLDDT	1
SHOC2	rejected	rejected	46	MED	True	NO_PLDDT	1
SHOX	rejected	rejected	46	MED	True	NO_PLDDT	1
SHOX2	rejected	rejected	46	MED	True	NO_PLDDT	1
SIGLEC11	rejected	rejected	46	MED	True	NO_PLDDT	1
SIK2	rejected	rejected	46	MED	True	NO_PLDDT	1
SIM1	rejected	rejected	46	MED	True	NO_PLDDT	1
SIM2	rejected	rejected	46	MED	True	NO_PLDDT	1
SIPA1	rejected	rejected	46	MED	True	NO_PLDDT	1
SIX3	rejected	rejected	46	MED	True	NO_PLDDT	1
SIX4	rejected	rejected	46	MED	True	NO_PLDDT	1
SIX5	rejected	rejected	46	MED	True	NO_PLDDT	1
SIX6	rejected	rejected	46	MED	True	NO_PLDDT	1
SKA1	rejected	rejected	46	MED	True	NO_PLDDT	1
SKA2	rejected	rejected	46	MED	True	NO_PLDDT	1
SKIL	rejected	rejected	46	MED	True	NO_PLDDT	1
SKP1	rejected	rejected	46	MED	True	NO_PLDDT	1
SKP2	rejected	rejected	46	MED	True	NO_PLDDT	1
SLA	rejected	rejected	46	MED	True	NO_PLDDT	1
SLFN11	rejected	rejected	46	MED	True	NO_PLDDT	1
SLX4	rejected	rejected	46	MED	True	NO_PLDDT	1
SMAD5	rejected	rejected	46	MED	True	NO_PLDDT	1
SMAD6	rejected	rejected	46	MED	True	NO_PLDDT	1
SMAD7	rejected	rejected	46	MED	True	NO_PLDDT	1
SMN1	rejected	rejected	46	MED	True	NO_PLDDT	1
SMOX	rejected	rejected	46	MED	True	NO_PLDDT	1
SMUG1	rejected	rejected	46	MED	True	NO_PLDDT	1
SND1	rejected	rejected	46	MED	True	NO_PLDDT	1
SOBP	rejected	rejected	46	MED	True	NO_PLDDT	1
SOCS1	rejected	rejected	46	MED	True	NO_PLDDT	1
SOCS4	rejected	rejected	46	MED	True	NO_PLDDT	1
SOCS6	rejected	rejected	46	MED	True	NO_PLDDT	1
SOHLH2	rejected	rejected	46	MED	True	NO_PLDDT	1
SOS2	rejected	rejected	46	MED	True	NO_PLDDT	1
SOX18	rejected	rejected	46	MED	True	NO_PLDDT	1
SOX21	rejected	rejected	46	MED	True	NO_PLDDT	1
SOX5	rejected	rejected	46	MED	True	NO_PLDDT	1
SOX7	rejected	rejected	46	MED	True	NO_PLDDT	1
SOX8	rejected	rejected	46	MED	True	NO_PLDDT	1
SP100	rejected	rejected	46	MED	True	NO_PLDDT	1
SP110	rejected	rejected	46	MED	True	NO_PLDDT	1
SP5	rejected	rejected	46	MED	True	NO_PLDDT	1
SP6	rejected	rejected	46	MED	True	NO_PLDDT	1
SP9	rejected	rejected	46	MED	True	NO_PLDDT	1
SPAG4	rejected	rejected	46	MED	True	NO_PLDDT	1
SPAG5	rejected	rejected	46	MED	True	NO_PLDDT	1
SPAST	rejected	rejected	46	MED	True	NO_PLDDT	1
SPDEF	rejected	rejected	46	MED	True	NO_PLDDT	1
SPDL1	rejected	rejected	46	MED	True	NO_PLDDT	1
SPEG	rejected	rejected	46	MED	True	NO_PLDDT	1
SPHK2	rejected	rejected	46	MED	True	NO_PLDDT	1
SPIC	rejected	rejected	46	MED	True	NO_PLDDT	1
SPIN1	rejected	rejected	46	MED	True	NO_PLDDT	1
SPOP	rejected	rejected	46	MED	True	NO_PLDDT	1
SPRED1	rejected	rejected	46	MED	True	NO_PLDDT	1
SPRY1	rejected	rejected	46	MED	True	NO_PLDDT	1
SQSTM1	rejected	rejected	46	MED	True	NO_PLDDT	1
SRA1	rejected	rejected	46	MED	True	NO_PLDDT	1
SREBF1	rejected	rejected	46	MED	True	NO_PLDDT	1
SREBF2	rejected	rejected	46	MED	True	NO_PLDDT	1
SRM	rejected	rejected	46	MED	True	NO_PLDDT	1
SRP54	rejected	rejected	46	MED	True	NO_PLDDT	1
SRRM1	rejected	rejected	46	MED	True	NO_PLDDT	1
SRRT	rejected	rejected	46	MED	True	NO_PLDDT	1
SSH1	rejected	rejected	46	MED	True	NO_PLDDT	1
ST14	rejected	rejected	46	MED	True	NO_PLDDT	1
ST7	rejected	rejected	46	MED	True	NO_PLDDT	1
STAB1	rejected	rejected	46	MED	True	NO_PLDDT	1
STIL	rejected	rejected	46	MED	True	NO_PLDDT	1
STN1	rejected	rejected	46	MED	True	NO_PLDDT	1
STX2	rejected	rejected	46	MED	True	NO_PLDDT	1
STXBP1	rejected	rejected	46	MED	True	NO_PLDDT	1
SUFU	rejected	rejected	46	MED	True	NO_PLDDT	1
SUN2	rejected	rejected	46	MED	True	NO_PLDDT	1
SYCP3	rejected	rejected	46	MED	True	NO_PLDDT	1
SYNE1	rejected	rejected	46	MED	True	NO_PLDDT	1
SYNGAP1	rejected	rejected	46	MED	True	NO_PLDDT	1
TAGLN	rejected	rejected	46	MED	True	NO_PLDDT	1
TAX1BP3	rejected	rejected	46	MED	True	NO_PLDDT	1
TBL1XR1	rejected	rejected	46	MED	True	NO_PLDDT	1
TBR1	rejected	rejected	46	MED	True	NO_PLDDT	1
TBX15	rejected	rejected	46	MED	True	NO_PLDDT	1
TBX19	rejected	rejected	46	MED	True	NO_PLDDT	1
TBX20	rejected	rejected	46	MED	True	NO_PLDDT	1
TBX4	rejected	rejected	46	MED	True	NO_PLDDT	1
TBX6	rejected	rejected	46	MED	True	NO_PLDDT	1
TBXT	rejected	rejected	46	MED	True	NO_PLDDT	1
TCF12	rejected	rejected	46	MED	True	NO_PLDDT	1
TCF7L1	rejected	rejected	46	MED	True	NO_PLDDT	1
TCOF1	rejected	rejected	46	MED	True	NO_PLDDT	1
TDP1	rejected	rejected	46	MED	True	NO_PLDDT	1
TDP2	rejected	rejected	46	MED	True	NO_PLDDT	1
TEAD2	rejected	rejected	46	MED	True	NO_PLDDT	1
TEN1	rejected	rejected	46	MED	True	NO_PLDDT	1
TERF1	rejected	rejected	46	MED	True	NO_PLDDT	1
TERF2	rejected	rejected	46	MED	True	NO_PLDDT	1
TERF2IP	rejected	rejected	46	MED	True	NO_PLDDT	1
TEX14	rejected	rejected	46	MED	True	NO_PLDDT	1
TEX19	rejected	rejected	46	MED	True	NO_PLDDT	1
TFAP2B	rejected	rejected	46	MED	True	NO_PLDDT	1
TFAP4	rejected	rejected	46	MED	True	NO_PLDDT	1
TFCP2	rejected	rejected	46	MED	True	NO_PLDDT	1
TFCP2L1	rejected	rejected	46	MED	True	NO_PLDDT	1
TFDP1	rejected	rejected	46	MED	True	NO_PLDDT	1
TFEC	rejected	rejected	46	MED	True	NO_PLDDT	1
TGFB1I1	rejected	rejected	46	MED	True	NO_PLDDT	1
TGIF1	rejected	rejected	46	MED	True	NO_PLDDT	1
TGIF2	rejected	rejected	46	MED	True	NO_PLDDT	1
TGIF2LY	rejected	rejected	46	MED	True	NO_PLDDT	1
THBD	rejected	rejected	46	MED	True	NO_PLDDT	1
THEMIS	rejected	rejected	46	MED	True	NO_PLDDT	1
THRA	rejected	rejected	46	MED	True	NO_PLDDT	1
THRB	rejected	rejected	46	MED	True	NO_PLDDT	1
THRSP	rejected	rejected	46	MED	True	NO_PLDDT	1
TIMELESS	rejected	rejected	46	MED	True	NO_PLDDT	1
TINCR	rejected	rejected	46	MED	True	NO_PLDDT	1
TINF2	rejected	rejected	46	MED	True	NO_PLDDT	1
TJP2	rejected	rejected	46	MED	True	NO_PLDDT	1
TKT	rejected	rejected	46	MED	True	NO_PLDDT	1
TLE1	rejected	rejected	46	MED	True	NO_PLDDT	1
TLE3	rejected	rejected	46	MED	True	NO_PLDDT	1
TLE4	rejected	rejected	46	MED	True	NO_PLDDT	1
TLX1	rejected	rejected	46	MED	True	NO_PLDDT	1
TLX3	rejected	rejected	46	MED	True	NO_PLDDT	1
TMPO	rejected	rejected	46	MED	True	NO_PLDDT	1
TMSB4X	rejected	rejected	46	MED	True	NO_PLDDT	1
TNFAIP8	rejected	rejected	46	MED	True	NO_PLDDT	1
TNFRSF19	rejected	rejected	46	MED	True	NO_PLDDT	1
TNFSF4	rejected	rejected	46	MED	True	NO_PLDDT	1
TNIK	rejected	rejected	46	MED	True	NO_PLDDT	1
TNKS	rejected	rejected	46	MED	True	NO_PLDDT	1
TNKS2	rejected	rejected	46	MED	True	NO_PLDDT	1
TNMD	rejected	rejected	46	MED	True	NO_PLDDT	1
TNNI1	rejected	rejected	46	MED	True	NO_PLDDT	1
TNNT1	rejected	rejected	46	MED	True	NO_PLDDT	1
TNNT2	rejected	rejected	46	MED	True	NO_PLDDT	1
TNP2	rejected	rejected	46	MED	True	NO_PLDDT	1
TNPO1	rejected	rejected	46	MED	True	NO_PLDDT	1
TNPO3	rejected	rejected	46	MED	True	NO_PLDDT	1
TOB1	rejected	rejected	46	MED	True	NO_PLDDT	1
TOLLIP	rejected	rejected	46	MED	True	NO_PLDDT	1
TOR1A	rejected	rejected	46	MED	True	NO_PLDDT	1
TOX3	rejected	rejected	46	MED	True	NO_PLDDT	1
TP53BP1	rejected	rejected	46	MED	True	NO_PLDDT	1
TP53BP2	rejected	rejected	46	MED	True	NO_PLDDT	1
TP53INP1	rejected	rejected	46	MED	True	NO_PLDDT	1
TP53INP2	rejected	rejected	46	MED	True	NO_PLDDT	1
TP73	rejected	rejected	46	MED	True	NO_PLDDT	1
TPI1	rejected	rejected	46	MED	True	NO_PLDDT	1
TPRX2	rejected	rejected	46	MED	True	NO_PLDDT	1
TPX2	rejected	rejected	46	MED	True	NO_PLDDT	1
TRADD	rejected	rejected	46	MED	True	NO_PLDDT	1
TRAF1	rejected	rejected	46	MED	True	NO_PLDDT	1
TRAF4	rejected	rejected	46	MED	True	NO_PLDDT	1
TREX1	rejected	rejected	46	MED	True	NO_PLDDT	1
TREX2	rejected	rejected	46	MED	True	NO_PLDDT	1
TRIB2	rejected	rejected	46	MED	True	NO_PLDDT	1
TRIM29	rejected	rejected	46	MED	True	NO_PLDDT	1
TRIM37	rejected	rejected	46	MED	True	NO_PLDDT	1
TRIM56	rejected	rejected	46	MED	True	NO_PLDDT	1
TRIP13	rejected	rejected	46	MED	True	NO_PLDDT	1
TRIP4	rejected	rejected	46	MED	True	NO_PLDDT	1
TRIP6	rejected	rejected	46	MED	True	NO_PLDDT	1
TRPM7	rejected	rejected	46	MED	True	NO_PLDDT	1
TRRAP	rejected	rejected	46	MED	True	NO_PLDDT	1
TSC22D3	rejected	rejected	46	MED	True	NO_PLDDT	1
TSG101	rejected	rejected	46	MED	True	NO_PLDDT	1
TTBK2	rejected	rejected	46	MED	True	NO_PLDDT	1
TTF2	rejected	rejected	46	MED	True	NO_PLDDT	1
TTK	rejected	rejected	46	MED	True	NO_PLDDT	1
TTL	rejected	rejected	46	MED	True	NO_PLDDT	1
TTN	rejected	rejected	46	MED	True	NO_PLDDT	1
TWIST2	rejected	rejected	46	MED	True	NO_PLDDT	1
TXN	rejected	rejected	46	MED	True	NO_PLDDT	1
TXNL1	rejected	rejected	46	MED	True	NO_PLDDT	1
TXNRD1	rejected	rejected	46	MED	True	NO_PLDDT	1
TYMP	rejected	rejected	46	MED	True	NO_PLDDT	1
UBTF	rejected	rejected	46	MED	True	NO_PLDDT	1
UNC93B1	rejected	rejected	46	MED	True	NO_PLDDT	1
UNG	rejected	rejected	46	MED	True	NO_PLDDT	1
UPK3A	rejected	rejected	46	MED	True	NO_PLDDT	1
UPRT	rejected	rejected	46	MED	True	NO_PLDDT	1
