gene	cat	status	length	priority	issues_count	issues
ALKBH3	chromatin	scored	8327	OK	0	OK
ARID3A	chromatin	scored	8193	OK	0	OK
ASF1A	chromatin	scored	2771	MED	1	NO_pLDDT
ASXL3	chromatin	scored	5682	OK	0	OK
AURKC	chromatin	scored	2844	MED	1	NO_pLDDT
BAHD1	chromatin	scored	5642	OK	0	OK
BOD1L2	chromatin	scored	1108	HIGH	2	NO_PDB;NO_LITERATURE
CCDC137	chromatin	scored	4275	MED	1	NO_pLDDT
CDYL	chromatin	scored	2807	MED	1	NO_pLDDT
CENPH	chromatin	scored	3952	MED	1	NO_pLDDT
CENPI	chromatin	scored	4387	MED	1	NO_pLDDT
CENPK	chromatin	scored	4571	MED	1	NO_pLDDT
CENPL	chromatin	scored	4355	OK	0	OK
CENPM	chromatin	scored	4080	MED	1	NO_pLDDT
CENPT	chromatin	scored	3938	MED	1	NO_pLDDT
CENPU	chromatin	scored	4420	MED	1	NO_pLDDT
CENPV	chromatin	scored	4829	OK	0	OK
CENPX	chromatin	scored	4533	MED	1	NO_pLDDT
CFDP1	chromatin	scored	4923	MED	1	NO_pLDDT
CRAMP1	chromatin	scored	4784	OK	0	OK
CREB3L4	chromatin	scored	7435	OK	0	OK
CSNK1A1	chromatin	scored	3140	MED	1	NO_pLDDT
DDB2	chromatin	scored	2651	MED	1	NO_pLDDT
DSN1	chromatin	scored	4160	OK	0	OK
GINS4	chromatin	scored	2764	MED	1	NO_pLDDT
HP1BP3	chromatin	scored	13266	OK	0	OK
IHO1	chromatin	scored	4316	OK	0	OK
JADE1	chromatin	scored	4922	OK	0	OK
LRWD1	chromatin	scored	6633	MED	1	NO_PDB
MACROH2A2	chromatin	scored	6226	OK	0	OK
MPHOSPH8	chromatin	scored	4868	OK	0	OK
NAP1L1	chromatin	scored	2967	MED	1	NO_pLDDT
NAP1L2	chromatin	scored	2768	MED	1	NO_pLDDT
NAP1L4	chromatin	scored	2964	MED	1	NO_pLDDT
NCAPD2	chromatin	scored	2973	MED	1	NO_pLDDT
NCAPH	chromatin	scored	2817	MED	1	NO_pLDDT
NCAPH2	chromatin	scored	2817	MED	1	NO_pLDDT
NCBP2	chromatin	scored	4604	MED	1	NO_pLDDT
NFX1	chromatin	scored	4505	MED	1	NO_pLDDT
NMD3	chromatin	scored	4205	MED	1	NO_pLDDT
NSMCE2	chromatin	scored	2833	MED	1	NO_pLDDT
PAXIP1	chromatin	scored	4833	MED	1	NO_pLDDT
PAXX	chromatin	scored	3964	MED	1	NO_pLDDT
PHF14	chromatin	scored	2815	MED	1	NO_pLDDT
PIDD1	chromatin	scored	4549	MED	1	NO_pLDDT
PLRG1	chromatin	scored	4327	MED	1	NO_pLDDT
PMF1	chromatin	scored	3975	MED	1	NO_pLDDT
PPHLN1	chromatin	scored	4233	MED	1	NO_pLDDT
PRR14	chromatin	scored	3833	MED	1	NO_pLDDT
PRR7	chromatin	scored	3991	MED	1	NO_pLDDT
PRRC2A	chromatin	scored	3984	MED	1	NO_pLDDT
PTBP3	chromatin	scored	4253	MED	1	NO_pLDDT
PURB	chromatin	scored	3975	MED	1	NO_pLDDT
PUS1	chromatin	scored	4253	MED	1	NO_pLDDT
QRICH1	chromatin	scored	4077	MED	1	NO_pLDDT
QSER1	chromatin	scored	3866	MED	1	NO_pLDDT
REC114	chromatin	scored	3982	MED	1	NO_pLDDT
RTF2	chromatin	scored	3838	MED	1	NO_pLDDT
SAMD1	chromatin	scored	6332	OK	0	OK
SEM1	chromatin	scored	4197	MED	1	NO_pLDDT
SEPHS1	chromatin	scored	4155	MED	1	NO_pLDDT
SETMAR	chromatin	scored	2775	MED	1	NO_pLDDT
SGF29	chromatin	scored	4326	MED	1	NO_pLDDT
SGTA	chromatin	scored	4201	MED	1	NO_pLDDT
SHLD1	chromatin	scored	6394	OK	0	OK
SLFN5	chromatin	scored	4494	MED	1	NO_pLDDT
SLTM	chromatin	scored	4242	MED	1	NO_pLDDT
SMU1	chromatin	scored	4382	MED	1	NO_pLDDT
SPC24	chromatin	scored	4008	MED	1	NO_pLDDT
SPC25	chromatin	scored	3983	MED	1	NO_pLDDT
SPINDOC	chromatin	scored	4454	MED	1	NO_pLDDT
SSBP2	chromatin	scored	4043	MED	1	NO_pLDDT
STAG3	chromatin	scored	2834	MED	1	NO_pLDDT
SUPT16H	chromatin	scored	5322	MED	1	NO_pLDDT
SYCE1	chromatin	scored	4003	MED	1	NO_pLDDT
SYCE2	chromatin	scored	3970	MED	1	NO_pLDDT
TADA2A	chromatin	scored	4607	MED	1	NO_pLDDT
TASOR2	chromatin	scored	3855	MED	1	NO_pLDDT
TELO2	chromatin	scored	4440	MED	1	NO_pLDDT
TEX15	chromatin	scored	4013	MED	1	NO_pLDDT
THAP4	chromatin	scored	4169	MED	1	NO_pLDDT
TOX4	chromatin	scored	4204	MED	1	NO_pLDDT
UFL1	chromatin	scored	2860	MED	1	NO_pLDDT
UVSSA	chromatin	scored	4140	MED	1	NO_pLDDT
WDR77	chromatin	scored	4230	MED	1	NO_pLDDT
ZHX1	chromatin	scored	4437	MED	1	NO_pLDDT
ANKRD2	nuclear-body	scored	6059	OK	0	OK
DAPK3	nuclear-body	scored	4625	OK	0	OK
EAF1	nuclear-body	scored	3949	OK	0	OK
FANCL	nuclear-body	scored	3912	OK	0	OK
FOXJ2	nuclear-body	scored	4957	OK	0	OK
GEMIN6	nuclear-body	scored	4786	MED	1	NO_PDB
GMEB2	nuclear-body	scored	5023	MED	1	NO_PDB
GNB1L	nuclear-body	scored	4307	HIGH	2	NO_PDB;NO_LITERATURE
GTSF1	nuclear-body	scored	4217	HIGH	2	NO_PDB;NO_LITERATURE
KBTBD4	nuclear-body	scored	4788	MED	1	NO_PDB
MESD	nuclear-body	scored	3839	MED	1	NO_PDB
NAA15	nuclear-body	scored	4736	MED	1	NO_pLDDT
NUTM2B	nuclear-body	scored	3347	OK	0	OK
PLXDC2	nuclear-body	scored	3561	OK	0	OK
PRRC2B	nuclear-body	scored	3762	OK	0	OK
PSTK	nuclear-body	scored	3283	OK	0	OK
SHCBP1	nuclear-body	scored	6086	MED	1	NO_LITERATURE
SP140	nuclear-body	scored	4732	MED	1	NO_pLDDT
THAP11	nuclear-body	scored	4830	MED	1	NO_pLDDT
THAP7	nuclear-body	scored	4824	MED	1	NO_pLDDT
TMA7	nuclear-body	scored	4013	OK	0	OK
TRIM8	nuclear-body	scored	2999	MED	1	NO_pLDDT
TSC22D1	nuclear-body	scored	4202	OK	0	OK
WDFY3	nuclear-body	scored	5012	MED	1	NO_pLDDT
WRAP53	nuclear-body	scored	4824	MED	1	NO_pLDDT
AARSD1	nuclear-envelope	scored	5221	OK	0	OK
AGPAT3	nuclear-envelope	scored	4664	MED	1	NO_PUBMED_COUNT
AHCTF1	nuclear-envelope	scored	5629	OK	0	OK
AMPD3	nuclear-envelope	scored	3461	MED	1	NO_PDB
ANKRD17	nuclear-envelope	scored	7749	OK	0	OK
ARL6IP6	nuclear-envelope	scored	5035	OK	0	OK
CERS5	nuclear-envelope	scored	3382	OK	0	OK
CHMP7	nuclear-envelope	scored	6894	OK	0	OK
EOGT	nuclear-envelope	scored	3381	OK	0	OK
GPKOW	nuclear-envelope	scored	4261	HIGH	2	NO_PDB;NO_LITERATURE
LEMD2	nuclear-envelope	scored	5159	MED	1	NO_PDB
LEMD3	nuclear-envelope	scored	5401	MED	1	NO_PDB
NANOGP8	nuclear-envelope	scored	4502	MED	1	NO_pLDDT
NDC1	nuclear-envelope	scored	4369	MED	1	NO_pLDDT
NEMP1	nuclear-envelope	scored	4154	MED	1	NO_pLDDT
OTUD5	nuclear-envelope	scored	4390	MED	1	NO_pLDDT
PHC1	nuclear-envelope	scored	4507	MED	1	NO_pLDDT
RESF1	nuclear-envelope	scored	4058	MED	1	NO_pLDDT
SAMD4B	nuclear-envelope	scored	4049	MED	1	NO_pLDDT
SAMSN1	nuclear-envelope	scored	4447	MED	1	NO_pLDDT
SUPT6H	nuclear-envelope	scored	4818	MED	1	NO_pLDDT
SURF4	nuclear-envelope	scored	3504	OK	0	OK
TNFAIP2	nuclear-envelope	scored	3433	OK	0	OK
YAF2	nuclear-envelope	scored	4049	MED	1	NO_pLDDT
ANKRD55	nuclear-speckle	scored	5544	MED	1	NO_PUBMED_COUNT
AP5Z1	nuclear-speckle	scored	4987	OK	0	OK
ARGLU1	nuclear-speckle	scored	4944	MED	1	NO_LITERATURE
ATOH8	nuclear-speckle	scored	4531	OK	0	OK
ATXN7L3	nuclear-speckle	scored	9514	OK	0	OK
C12orf57	nuclear-speckle	scored	6867	OK	0	OK
CASC3	nuclear-speckle	scored	4570	MED	1	NO_pLDDT
CBY1	nuclear-speckle	scored	1542	OK	0	OK
CCDC85C	nuclear-speckle	scored	794	HIGH	2	NO_PDB;NO_LITERATURE
DENND1B	nuclear-speckle	scored	3463	OK	0	OK
EPC2	nuclear-speckle	scored	3384	OK	0	OK
EPG5	nuclear-speckle	scored	3357	OK	0	OK
EXO5	nuclear-speckle	scored	3407	OK	0	OK
EYA3	nuclear-speckle	scored	6085	OK	0	OK
FAM50A	nuclear-speckle	scored	4035	OK	0	OK
FANCG	nuclear-speckle	scored	3304	OK	0	OK
FYTTD1	nuclear-speckle	scored	8047	OK	0	OK
GIPC2	nuclear-speckle	scored	4205	HIGH	2	NO_PDB;NO_LITERATURE
GUCY1A1	nuclear-speckle	scored	4328	HIGH	2	NO_PDB;NO_LITERATURE
MXRA8	nuclear-speckle	scored	5207	OK	0	OK
MYADM	nuclear-speckle	scored	3412	MED	1	NO_PDB
NELFCD	nuclear-speckle	scored	4322	MED	1	NO_pLDDT
NIP7	nuclear-speckle	scored	4666	MED	1	NO_pLDDT
NUFIP1	nuclear-speckle	scored	4725	MED	1	NO_pLDDT
PCP2	nuclear-speckle	scored	4177	OK	0	OK
POU5F2	nuclear-speckle	scored	4134	MED	1	NO_pLDDT
SERF2	nuclear-speckle	scored	3963	MED	1	NO_pLDDT
SGO2	nuclear-speckle	scored	3945	MED	1	NO_pLDDT
SMAD9	nuclear-speckle	scored	4533	MED	1	NO_pLDDT
SPOCD1	nuclear-speckle	scored	4151	MED	1	NO_pLDDT
SSBP4	nuclear-speckle	scored	3968	MED	1	NO_pLDDT
TESC	nuclear-speckle	scored	4193	MED	1	NO_pLDDT
VGLL3	nuclear-speckle	scored	3960	MED	1	NO_pLDDT
WDR82	nuclear-speckle	scored	4482	MED	1	NO_pLDDT
XYLB	nuclear-speckle	scored	3363	OK	0	OK
ABT1	nucleolus	scored	11369	OK	0	OK
ABTB1	nucleolus	scored	3908	MED	1	NO_PDB
AFF4	nucleolus	scored	7930	MED	1	NO_PPI_TABLE
AGBL2	nucleolus	scored	4744	OK	0	OK
AKAP8	nucleolus	scored	2970	MED	1	NO_pLDDT
AKNA	nucleolus	scored	3754	MED	1	NO_PDB
AKTIP	nucleolus	scored	4045	OK	0	OK
ALKBH4	nucleolus	scored	6596	OK	0	OK
ALX3	nucleolus	scored	5491	MED	1	NO_PUBMED_COUNT
ARID5A	nucleolus	scored	6880	OK	0	OK
ARL4A	nucleolus	scored	6333	OK	0	OK
ASB18	nucleolus	scored	4638	OK	0	OK
BAHCC1	nucleolus	scored	5382	OK	0	OK
BOP1	nucleolus	scored	2819	MED	1	NO_pLDDT
BPGM	nucleolus	scored	3914	MED	1	NO_PDB
C12orf43	nucleolus	scored	4422	OK	0	OK
C1D	nucleolus	scored	4345	MED	1	NO_pLDDT
CABLES2	nucleolus	scored	3428	OK	0	OK
CAMKMT	nucleolus	scored	1941	MED	1	NO_LITERATURE
CEP85	nucleolus	scored	1947	OK	0	OK
CHTOP	nucleolus	scored	3186	MED	1	NO_pLDDT
CRELD1	nucleolus	scored	3258	OK	0	OK
CRIP2	nucleolus	scored	3544	OK	0	OK
DCTN3	nucleolus	scored	4010	OK	0	OK
DPH5	nucleolus	scored	3709	OK	0	OK
DYRK1B	nucleolus	scored	2647	MED	1	NO_pLDDT
EBNA1BP2	nucleolus	scored	10935	OK	0	OK
ETV3	nucleolus	scored	3352	OK	0	OK
FAM32A	nucleolus	scored	3450	OK	0	OK
FAU	nucleolus	scored	3226	OK	0	OK
FOXI1	nucleolus	scored	3706	OK	0	OK
FOXL1	nucleolus	scored	4718	OK	0	OK
FOXO6	nucleolus	scored	4388	OK	0	OK
FOXR1	nucleolus	scored	4602	OK	0	OK
FOXR2	nucleolus	scored	4325	OK	0	OK
FRG1	nucleolus	scored	4695	OK	0	OK
FSAF1	nucleolus	scored	5880	MED	1	NO_LITERATURE
FTSJ1	nucleolus	scored	5255	OK	0	OK
G2E3	nucleolus	scored	4889	MED	1	NO_PDB
GEMIN5	nucleolus	scored	4579	MED	1	NO_PDB
GEMIN7	nucleolus	scored	4628	MED	1	NO_PDB
GLYR1	nucleolus	scored	5096	MED	1	NO_PDB
GMNC	nucleolus	scored	4278	HIGH	2	NO_PDB;NO_LITERATURE
GNAI1	nucleolus	scored	4538	HIGH	2	NO_PDB;NO_LITERATURE
GNL3	nucleolus	scored	4329	HIGH	2	NO_PDB;NO_LITERATURE
HMGXB3	nucleolus	scored	3739	OK	0	OK
ILF2	nucleolus	scored	4878	OK	0	OK
IQGAP3	nucleolus	scored	5010	OK	0	OK
ISG20L2	nucleolus	scored	4642	OK	0	OK
LLPH	nucleolus	scored	5959	MED	1	NO_PDB
LYAR	nucleolus	scored	5027	MED	1	NO_PDB
MFAP1	nucleolus	scored	5248	OK	0	OK
MRPL40	nucleolus	scored	3882	MED	1	NO_PDB
MYEOV	nucleolus	scored	6045	OK	0	OK
N4BP1	nucleolus	scored	4500	MED	1	NO_pLDDT
NFKBIE	nucleolus	scored	4047	OK	0	OK
NIFK	nucleolus	scored	4542	MED	1	NO_pLDDT
NKRF	nucleolus	scored	4621	MED	1	NO_pLDDT
NOC2L	nucleolus	scored	4680	MED	1	NO_pLDDT
NOSIP	nucleolus	scored	4342	MED	1	NO_pLDDT
NPM2	nucleolus	scored	4415	MED	1	NO_pLDDT
NPM3	nucleolus	scored	4461	MED	1	NO_pLDDT
NSA2	nucleolus	scored	2867	MED	1	NO_pLDDT
NSUN5	nucleolus	scored	4711	MED	1	NO_pLDDT
NWD1	nucleolus	scored	3552	OK	0	OK
OARD1	nucleolus	scored	2844	MED	1	NO_pLDDT
OLA1	nucleolus	scored	4351	MED	1	NO_pLDDT
P3H3	nucleolus	scored	3851	OK	0	OK
PANK1	nucleolus	scored	4476	MED	1	NO_pLDDT
PAPOLG	nucleolus	scored	4399	MED	1	NO_pLDDT
PCTP	nucleolus	scored	3721	OK	0	OK
PELI2	nucleolus	scored	3826	OK	0	OK
PHC2	nucleolus	scored	4938	MED	1	NO_pLDDT
PHF2	nucleolus	scored	2847	MED	1	NO_pLDDT
PHF21B	nucleolus	scored	3718	OK	0	OK
PIN4	nucleolus	scored	4784	MED	1	NO_pLDDT
PLK3	nucleolus	scored	2915	MED	1	NO_pLDDT
PLK4	nucleolus	scored	3118	MED	1	NO_pLDDT
PPDPF	nucleolus	scored	3441	OK	0	OK
PPID	nucleolus	scored	4715	MED	1	NO_pLDDT
PROX2	nucleolus	scored	4200	MED	1	NO_pLDDT
PSPC1	nucleolus	scored	2845	MED	1	NO_pLDDT
PWP1	nucleolus	scored	4732	MED	1	NO_pLDDT
PWP2	nucleolus	scored	4790	MED	1	NO_pLDDT
RABGEF1	nucleolus	scored	3918	OK	0	OK
RCL1	nucleolus	scored	4471	MED	1	NO_pLDDT
RDM1	nucleolus	scored	4418	MED	1	NO_pLDDT
REXO4	nucleolus	scored	2964	MED	1	NO_pLDDT
RIN2	nucleolus	scored	3348	OK	0	OK
RIOX2	nucleolus	scored	2772	MED	1	NO_pLDDT
SAMD14	nucleolus	scored	3414	OK	0	OK
SBDS	nucleolus	scored	2711	MED	1	NO_pLDDT
SDAD1	nucleolus	scored	4163	MED	1	NO_pLDDT
SENP3	nucleolus	scored	2849	MED	1	NO_pLDDT
SNAPIN	nucleolus	scored	3489	OK	0	OK
SREK1IP1	nucleolus	scored	3840	OK	0	OK
SRP68	nucleolus	scored	5772	OK	0	OK
SSBP3	nucleolus	scored	4439	MED	1	NO_pLDDT
STAMBP	nucleolus	scored	4582	MED	1	NO_pLDDT
SUPT3H	nucleolus	scored	4369	MED	1	NO_pLDDT
SUPT7L	nucleolus	scored	4224	MED	1	NO_pLDDT
TBL3	nucleolus	scored	4587	MED	1	NO_pLDDT
TCF15	nucleolus	scored	4014	MED	1	NO_pLDDT
TDRD3	nucleolus	scored	4346	MED	1	NO_pLDDT
TENT4B	nucleolus	scored	4158	MED	1	NO_pLDDT
TEX10	nucleolus	scored	4274	MED	1	NO_pLDDT
TEX2	nucleolus	scored	4025	MED	1	NO_pLDDT
TGS1	nucleolus	scored	4154	MED	1	NO_pLDDT
THUMPD3	nucleolus	scored	3428	OK	0	OK
TIAM2	nucleolus	scored	3696	OK	0	OK
TIFA	nucleolus	scored	3378	OK	0	OK
TNIP2	nucleolus	scored	4610	MED	1	NO_pLDDT
TOE1	nucleolus	scored	4575	MED	1	NO_pLDDT
TONSL	nucleolus	scored	4060	MED	1	NO_pLDDT
TRMT10A	nucleolus	scored	4202	MED	1	NO_pLDDT
TRMT1L	nucleolus	scored	4633	MED	1	NO_pLDDT
TSEN54	nucleolus	scored	4388	MED	1	NO_pLDDT
TSPAN6	nucleolus	scored	3377	OK	0	OK
TTC8	nucleolus	scored	4172	OK	0	OK
TXNL4B	nucleolus	scored	4031	MED	1	NO_pLDDT
URB1	nucleolus	scored	3973	MED	1	NO_pLDDT
VWA5A	nucleolus	scored	3418	OK	0	OK
WDR3	nucleolus	scored	4632	MED	1	NO_pLDDT
XRCC5	nucleolus	scored	2967	MED	1	NO_pLDDT
YPEL4	nucleolus	scored	4038	MED	1	NO_pLDDT
YWHAH	nucleolus	scored	3293	OK	0	OK
A1CF	nucleoplasm	scored	5793	MED	1	NO_PUBMED_COUNT
ACIN1	nucleoplasm	scored	11138	OK	0	OK
ACOT12	nucleoplasm	scored	3333	MED	1	NO_PDB
ADARB2	nucleoplasm	scored	3389	OK	0	OK
ADAT1	nucleoplasm	scored	5904	OK	0	OK
ADAT2	nucleoplasm	scored	7523	OK	0	OK
ADIRF	nucleoplasm	scored	6205	OK	0	OK
AFF3	nucleoplasm	scored	9648	OK	0	OK
AHDC1	nucleoplasm	scored	5376	MED	1	NO_PUBMED_COUNT
AK9	nucleoplasm	scored	3237	MED	1	NO_LITERATURE
AKAP8L	nucleoplasm	scored	5659	MED	1	NO_PUBMED_COUNT
ALKBH8	nucleoplasm	scored	7452	OK	0	OK
ALPK3	nucleoplasm	scored	4664	MED	1	NO_PUBMED_COUNT
ALX1	nucleoplasm	scored	7647	OK	0	OK
AMMECR1	nucleoplasm	scored	4157	OK	0	OK
ANAPC15	nucleoplasm	scored	4628	OK	0	OK
ANAPC16	nucleoplasm	scored	5223	OK	0	OK
ANHX	nucleoplasm	scored	6247	OK	0	OK
ANKRD22	nucleoplasm	scored	4535	MED	1	NO_PUBMED_COUNT
ANKRD31	nucleoplasm	scored	5494	OK	0	OK
ANKRD35	nucleoplasm	scored	4926	OK	0	OK
ANKRD42	nucleoplasm	scored	3743	MED	1	NO_LITERATURE
ANKRD49	nucleoplasm	scored	4879	OK	0	OK
ANKRD50	nucleoplasm	scored	4505	HIGH	2	NO_LITERATURE;NO_PAE_NOTE
ANKRD52	nucleoplasm	scored	4457	MED	1	NO_PUBMED_COUNT
ANKRD61	nucleoplasm	scored	3756	MED	1	NO_LITERATURE
ANKRD65	nucleoplasm	scored	3859	HIGH	2	NO_LITERATURE;NO_PAE_NOTE
ANKRD7	nucleoplasm	scored	1920	MED	1	NO_LITERATURE
ANP32B	nucleoplasm	scored	7671	OK	0	OK
ANP32D	nucleoplasm	scored	2970	OK	0	OK
ANP32E	nucleoplasm	scored	3419	OK	0	OK
AP3B2	nucleoplasm	scored	3413	OK	0	OK
API5	nucleoplasm	scored	4749	MED	1	NO_PUBMED_COUNT
APPBP2	nucleoplasm	scored	5791	OK	0	OK
AQR	nucleoplasm	scored	5807	MED	1	NO_PUBMED_COUNT
ARFGEF1	nucleoplasm	scored	3663	MED	1	NO_PDB
ARGFX	nucleoplasm	scored	4057	MED	1	NO_PUBMED_COUNT
ARID3B	nucleoplasm	scored	8741	OK	0	OK
ARID3C	nucleoplasm	scored	1447	HIGH	2	NO_PDB;NO_LITERATURE
ARID4B	nucleoplasm	scored	6038	MED	1	NO_PUBMED_COUNT
ARK2C	nucleoplasm	scored	3886	OK	0	OK
ARL2	nucleoplasm	scored	2995	MED	1	NO_pLDDT
ARL3	nucleoplasm	scored	2998	MED	1	NO_pLDDT
ARMCX3	nucleoplasm	scored	5190	OK	0	OK
ARPP19	nucleoplasm	scored	4845	MED	1	NO_PUBMED_COUNT
ARPP21	nucleoplasm	scored	4538	MED	1	NO_LITERATURE
ARRDC2	nucleoplasm	scored	4938	OK	0	OK
ASCC1	nucleoplasm	scored	3613	MED	1	NO_LITERATURE
ASCL4	nucleoplasm	scored	5115	MED	1	NO_PUBMED_COUNT
ASF1B	nucleoplasm	scored	2765	MED	1	NO_pLDDT
ATF7	nucleoplasm	scored	6829	OK	0	OK
ATF7IP	nucleoplasm	scored	9931	OK	0	OK
ATF7IP2	nucleoplasm	scored	5694	OK	0	OK
ATOSA	nucleoplasm	scored	1176	HIGH	2	NO_PDB;NO_LITERATURE
ATOSB	nucleoplasm	scored	1112	HIGH	2	NO_PDB;NO_LITERATURE
ATRNL1	nucleoplasm	scored	5078	OK	0	OK
ATXN1L	nucleoplasm	scored	10208	OK	0	OK
ATXN8	nucleoplasm	scored	1265	HIGH	2	NO_PDB;NO_LITERATURE
AURKAIP1	nucleoplasm	scored	4209	OK	0	OK
AZIN1	nucleoplasm	scored	8780	OK	0	OK
BANF2	nucleoplasm	scored	1248	HIGH	2	NO_PDB;NO_LITERATURE
BARHL1	nucleoplasm	scored	5087	OK	0	OK
BARHL2	nucleoplasm	scored	4661	OK	0	OK
BARX2	nucleoplasm	scored	4900	OK	0	OK
BBX	nucleoplasm	scored	3863	OK	0	OK
BCL7A	nucleoplasm	scored	5456	OK	0	OK
BCL7B	nucleoplasm	scored	5956	OK	0	OK
BDP1	nucleoplasm	scored	5445	OK	0	OK
BEND2	nucleoplasm	scored	4916	OK	0	OK
BEND6	nucleoplasm	scored	942	HIGH	2	NO_PDB;NO_LITERATURE
BHLHA15	nucleoplasm	scored	4736	OK	0	OK
BRF2	nucleoplasm	scored	5258	OK	0	OK
BRIP1	nucleoplasm	scored	2740	MED	1	NO_pLDDT
BRSK1	nucleoplasm	scored	3156	MED	1	NO_pLDDT
BRWD3	nucleoplasm	scored	5280	OK	0	OK
BSX	nucleoplasm	scored	4712	OK	0	OK
BTAF1	nucleoplasm	scored	6144	OK	0	OK
BTBD10	nucleoplasm	scored	2098	HIGH	2	NO_PDB;NO_LITERATURE
BTBD7	nucleoplasm	scored	5137	OK	0	OK
BTBD8	nucleoplasm	scored	955	HIGH	2	NO_PDB;NO_LITERATURE
BUD13	nucleoplasm	scored	5005	OK	0	OK
BUD31	nucleoplasm	scored	5416	OK	0	OK
C11orf21	nucleoplasm	scored	5654	OK	0	OK
C11orf71	nucleoplasm	scored	4774	OK	0	OK
C16orf46	nucleoplasm	scored	945	HIGH	2	NO_PDB;NO_LITERATURE
CADM4	nucleoplasm	scored	3405	OK	0	OK
CAMK1D	nucleoplasm	scored	2792	MED	1	NO_pLDDT
CAMTA2	nucleoplasm	scored	5772	OK	0	OK
CAPZB	nucleoplasm	scored	3517	OK	0	OK
CBFA2T2	nucleoplasm	scored	6717	OK	0	OK
CCAR1	nucleoplasm	scored	4306	MED	1	NO_pLDDT
CCDC137	nucleoplasm	scored	5221	OK	0	OK
CCDC174	nucleoplasm	scored	5122	OK	0	OK
CCDC82	nucleoplasm	scored	4172	OK	0	OK
CCDC85C	nucleoplasm	scored	5654	OK	0	OK
CCDC86	nucleoplasm	scored	5660	OK	0	OK
CCDC88A	nucleoplasm	scored	2077	MED	1	NO_LITERATURE
CCDC92	nucleoplasm	scored	5692	OK	0	OK
CD2BP2	nucleoplasm	scored	2728	MED	1	NO_pLDDT
CDAN1	nucleoplasm	scored	4887	OK	0	OK
CDC123	nucleoplasm	scored	3293	OK	0	OK
CDC14A	nucleoplasm	scored	5495	OK	0	OK
CDX4	nucleoplasm	scored	4171	MED	1	NO_pLDDT
CDY1B	nucleoplasm	scored	914	HIGH	2	NO_PDB;NO_LITERATURE
CDY2B	nucleoplasm	scored	808	HIGH	2	NO_PDB;NO_LITERATURE
CDYL2	nucleoplasm	scored	2657	MED	1	NO_pLDDT
CEBPG	nucleoplasm	scored	4307	MED	1	NO_pLDDT
CEBPZ	nucleoplasm	scored	6203	OK	0	OK
CECR2	nucleoplasm	scored	2880	MED	1	NO_pLDDT
CENPH	nucleoplasm	scored	5197	OK	0	OK
CENPI	nucleoplasm	scored	5405	OK	0	OK
CENPK	nucleoplasm	scored	5392	OK	0	OK
CENPM	nucleoplasm	scored	5246	OK	0	OK
CENPP	nucleoplasm	scored	5386	OK	0	OK
CENPT	nucleoplasm	scored	5100	OK	0	OK
CENPU	nucleoplasm	scored	5609	OK	0	OK
CENPX	nucleoplasm	scored	5145	OK	0	OK
CEP152	nucleoplasm	scored	3432	OK	0	OK
CEP19	nucleoplasm	scored	1826	HIGH	2	NO_PDB;NO_LITERATURE
CEP63	nucleoplasm	scored	1721	OK	0	OK
CEP68	nucleoplasm	scored	1564	HIGH	2	NO_PDB;NO_LITERATURE
CGRRF1	nucleoplasm	scored	4435	OK	0	OK
CHAF1B	nucleoplasm	scored	2870	MED	1	NO_pLDDT
CHCT1	nucleoplasm	scored	764	HIGH	2	NO_PDB;NO_LITERATURE
CHML	nucleoplasm	scored	4772	OK	0	OK
CHMP1A	nucleoplasm	scored	5312	OK	0	OK
CHP2	nucleoplasm	scored	4948	OK	0	OK
CILK1	nucleoplasm	scored	2951	MED	1	NO_pLDDT
CIPC	nucleoplasm	scored	4039	MED	1	NO_pLDDT
CITED1	nucleoplasm	scored	2596	MED	1	NO_pLDDT
CITED4	nucleoplasm	scored	2992	MED	1	NO_pLDDT
CLASP1	nucleoplasm	scored	5221	OK	0	OK
CLK1	nucleoplasm	scored	2739	MED	1	NO_pLDDT
CLK2	nucleoplasm	scored	2971	MED	1	NO_pLDDT
CLK3	nucleoplasm	scored	2946	MED	1	NO_pLDDT
CLK4	nucleoplasm	scored	2816	MED	1	NO_pLDDT
CLNS1A	nucleoplasm	scored	5504	OK	0	OK
CNTLN	nucleoplasm	scored	4060	OK	0	OK
COG5	nucleoplasm	scored	4650	OK	0	OK
COLGALT2	nucleoplasm	scored	3422	OK	0	OK
CPNE4	nucleoplasm	scored	3239	OK	0	OK
CREBL2	nucleoplasm	scored	6094	OK	0	OK
CREBRF	nucleoplasm	scored	7362	MED	1	NO_PUBMED_COUNT
CRIPT	nucleoplasm	scored	3468	OK	0	OK
CRTC3	nucleoplasm	scored	5168	OK	0	OK
CSNK2A2	nucleoplasm	scored	2859	MED	1	NO_pLDDT
CSNK2A3	nucleoplasm	scored	2104	HIGH	2	NO_PDB;NO_LITERATURE
CSNK2B	nucleoplasm	scored	2719	MED	1	NO_pLDDT
CSRNP1	nucleoplasm	scored	6211	OK	0	OK
CSRNP2	nucleoplasm	scored	5839	OK	0	OK
CSRNP3	nucleoplasm	scored	4566	OK	0	OK
CSRP1	nucleoplasm	scored	4089	MED	1	NO_pLDDT
CSRP2	nucleoplasm	scored	3992	MED	1	NO_pLDDT
CSRP3	nucleoplasm	scored	5504	OK	0	OK
CSTF1	nucleoplasm	scored	5113	OK	0	OK
